Support,Confidence,Coverage,Strength,Lift,Leverage,Antecedent,Consequent
continuous,continuous,continuous,continuous,continuous,continuous,string,string
,,,,,,meta,meta
0.353,0.799,0.442,1.25,1.446,0.109,"onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_cremedessert=0"
0.353,0.608,0.58,1.153,0.91,-0.035,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_poisson=0, onehot_cremedessert=0"
0.353,0.608,0.58,0.799,1.314,0.084,"Végé=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.556,0.635,0.623,1.404,0.101,"onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.556,0.635,0.908,0.963,-0.013,"onehot_saladefeculents=0, onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.878,0.402,1.573,1.389,0.099,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0","onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.608,0.58,0.799,1.314,0.084,"Végé=0, onehot_saladefeculents=0, onehot_viande=1","onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.423,0.834,0.555,0.913,-0.034,"Végé=0, onehot_viande=1","onehot_saladefeculents=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.386,0.914,0.433,0.975,-0.009,onehot_viande=1,"Végé=0, onehot_saladefeculents=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.556,0.635,0.623,1.404,0.101,"onehot_saladefeculents=0, onehot_viande=1","Végé=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.596,0.592,1.067,0.943,-0.021,"Végé=0, onehot_viande=1, onehot_poisson=0","onehot_saladefeculents=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.537,0.656,0.841,0.973,-0.01,"onehot_viande=1, onehot_poisson=0","Végé=0, onehot_saladefeculents=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.799,0.442,1.25,1.446,0.109,"onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.693,0.509,1.458,0.933,-0.025,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0",onehot_poisson=0
0.353,0.628,0.561,1.153,0.971,-0.011,"onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_poisson=0"
0.353,0.693,0.509,1.313,1.036,0.012,"Végé=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_charcuterie=0, onehot_poisson=0"
0.353,0.628,0.561,1.027,1.09,0.029,"onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0"
0.353,0.898,0.393,2.266,1.01,0.003,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0",Végé=0
0.353,1.0,0.353,2.548,1.113,0.036,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0",onehot_charcuterie=0
0.353,0.898,0.393,2.023,1.131,0.041,"onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0"
0.353,0.665,0.531,1.347,0.93,-0.027,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0",onehot_dessertgourmand=0
0.353,0.593,0.595,1.062,0.938,-0.023,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","Végé=0, onehot_dessertgourmand=0"
0.353,0.665,0.531,1.191,1.052,0.017,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","onehot_charcuterie=0, onehot_dessertgourmand=0"
0.353,0.593,0.595,0.928,1.074,0.024,"onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.353,0.471,0.748,0.697,0.904,-0.038,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","onehot_poisson=0, onehot_dessertgourmand=0"
0.353,0.428,0.825,0.55,0.942,-0.022,"onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.353,0.471,0.748,0.619,1.018,0.006,"Végé=0, onehot_viande=1, onehot_cremedessert=0","onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.353,0.428,0.825,0.48,1.08,0.026,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.353,1.0,0.353,2.548,1.113,0.036,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0",onehot_cremedessert=0
0.353,0.898,0.393,2.023,1.131,0.041,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_cremedessert=0"
0.353,0.878,0.402,2.237,0.977,-0.008,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_cremedessert=0"
0.353,0.799,0.442,1.799,1.005,0.002,"onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.353,0.693,0.509,1.313,1.036,0.012,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_poisson=0, onehot_cremedessert=0"
0.353,0.628,0.561,1.027,1.09,0.029,"onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.608,0.58,1.153,0.91,-0.035,"Végé=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.556,0.635,0.908,0.963,-0.013,"onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.665,0.531,1.191,1.052,0.017,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.471,0.748,0.619,1.018,0.006,"Végé=0, onehot_charcuterie=0, onehot_viande=1","onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.428,0.825,0.48,1.08,0.026,"onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.423,0.834,0.555,0.913,-0.034,"Végé=0, onehot_viande=1","onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.386,0.914,0.433,0.975,-0.009,onehot_viande=1,"Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.593,0.595,0.928,1.074,0.024,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.596,0.592,1.067,0.943,-0.021,"Végé=0, onehot_viande=1, onehot_poisson=0","onehot_charcuterie=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.537,0.656,0.841,0.973,-0.01,"onehot_viande=1, onehot_poisson=0","Végé=0, onehot_charcuterie=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.693,0.509,1.458,0.933,-0.025,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0",onehot_poisson=0
0.353,0.628,0.561,1.153,0.971,-0.011,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_poisson=0"
0.353,0.693,0.509,1.024,1.328,0.087,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_saladefeculents=0, onehot_poisson=0"
0.353,0.628,0.561,0.809,1.384,0.098,"onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_saladefeculents=0, onehot_poisson=0"
0.353,0.693,0.509,1.313,1.036,0.012,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_charcuterie=0, onehot_poisson=0"
0.353,0.628,0.561,1.027,1.09,0.029,"onehot_saladefeculents=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0"
0.353,0.693,0.509,0.91,1.496,0.117,"Végé=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0"
0.353,0.628,0.561,0.705,1.588,0.131,"onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0"
0.353,0.898,0.393,2.266,1.01,0.003,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0",Végé=0
0.353,1.0,0.353,2.548,1.113,0.036,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0",onehot_charcuterie=0
0.353,0.898,0.393,2.023,1.131,0.041,"onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0"
0.353,1.0,0.353,1.791,1.583,0.13,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_saladefeculents=0, onehot_charcuterie=0"
0.353,0.898,0.393,1.406,1.627,0.136,"onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0"
0.353,1.0,0.353,2.026,1.399,0.101,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0",onehot_dessertgourmand=0
0.353,0.898,0.393,1.609,1.422,0.105,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","Végé=0, onehot_dessertgourmand=0"
0.353,0.665,0.531,1.347,0.93,-0.027,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","onehot_saladefeculents=0, onehot_dessertgourmand=0"
0.353,0.593,0.595,1.062,0.938,-0.023,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","Végé=0, onehot_saladefeculents=0, onehot_dessertgourmand=0"
0.353,1.0,0.353,1.791,1.583,0.13,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","onehot_charcuterie=0, onehot_dessertgourmand=0"
0.353,0.898,0.393,1.406,1.627,0.136,"onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.353,0.665,0.531,1.191,1.052,0.017,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.353,0.593,0.595,0.928,1.074,0.024,"onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.353,0.693,0.509,1.024,1.328,0.087,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","onehot_poisson=0, onehot_dessertgourmand=0"
0.353,0.628,0.561,0.809,1.384,0.098,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.353,0.471,0.748,0.697,0.904,-0.038,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","onehot_saladefeculents=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.353,0.428,0.825,0.55,0.942,-0.022,"onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_saladefeculents=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.353,0.693,0.509,0.91,1.496,0.117,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_cremedessert=0","onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.353,0.471,0.748,0.619,1.018,0.006,"Végé=0, onehot_viande=1, onehot_cremedessert=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.353,0.428,0.825,0.48,1.08,0.026,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.353,0.628,0.561,0.705,1.588,0.131,"onehot_saladefeculents=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.353,1.0,0.353,2.026,1.399,0.101,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0",onehot_saladefeculents=0
0.353,0.898,0.393,1.609,1.422,0.105,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_saladefeculents=0"
0.353,1.0,0.353,2.548,1.113,0.036,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0",onehot_cremedessert=0
0.353,0.898,0.393,2.023,1.131,0.041,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_cremedessert=0"
0.353,1.0,0.353,1.791,1.583,0.13,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_cremedessert=0"
0.353,0.898,0.393,1.406,1.627,0.136,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_cremedessert=0"
0.353,0.878,0.402,2.237,0.977,-0.008,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_cremedessert=0"
0.353,0.799,0.442,1.799,1.005,0.002,"onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.353,0.878,0.402,1.573,1.389,0.099,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.353,0.799,0.442,1.25,1.446,0.109,"onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.353,0.693,0.509,1.313,1.036,0.012,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_poisson=0, onehot_cremedessert=0"
0.353,0.628,0.561,1.027,1.09,0.029,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.693,0.509,0.91,1.496,0.117,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.628,0.561,0.705,1.588,0.131,"onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.608,0.58,1.153,0.91,-0.035,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.608,0.58,0.799,1.314,0.084,"Végé=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.556,0.635,0.623,1.404,0.101,"onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,0.556,0.635,0.908,0.963,-0.013,"onehot_saladefeculents=0, onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.353,1.0,0.353,1.791,1.583,0.13,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.898,0.393,1.406,1.627,0.136,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.665,0.531,1.191,1.052,0.017,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","onehot_saladefeculents=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.593,0.595,0.928,1.074,0.024,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_saladefeculents=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.878,0.402,1.573,1.389,0.099,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0","onehot_charcuterie=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.596,0.592,1.067,0.943,-0.021,"Végé=0, onehot_viande=1, onehot_poisson=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.537,0.656,0.841,0.973,-0.01,"onehot_viande=1, onehot_poisson=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.799,0.442,1.25,1.446,0.109,"onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_charcuterie=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.693,0.509,0.91,1.496,0.117,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1","onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.471,0.748,0.619,1.018,0.006,"Végé=0, onehot_charcuterie=0, onehot_viande=1","onehot_saladefeculents=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.428,0.825,0.48,1.08,0.026,"onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_saladefeculents=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.628,0.561,0.705,1.588,0.131,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.608,0.58,0.799,1.314,0.084,"Végé=0, onehot_saladefeculents=0, onehot_viande=1","onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.423,0.834,0.555,0.913,-0.034,"Végé=0, onehot_viande=1","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.386,0.914,0.433,0.975,-0.009,onehot_viande=1,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.353,0.556,0.635,0.623,1.404,0.101,"onehot_saladefeculents=0, onehot_viande=1","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.344,0.64,0.537,1.211,0.984,-0.006,"Végé=0, onehot_fromage=0, onehot_saladefeculents=0, onehot_viande=1",IMC=20
0.344,0.949,0.362,2.458,1.067,0.022,"IMC=20, onehot_fromage=0, onehot_saladefeculents=0, onehot_viande=1",Végé=0
0.344,0.609,0.564,1.0,1.078,0.025,"onehot_fromage=0, onehot_saladefeculents=0, onehot_viande=1","IMC=20, Végé=0"
0.344,0.933,0.368,2.217,1.144,0.043,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1",onehot_fromage=0
0.344,0.593,0.58,0.905,1.13,0.039,"Végé=0, onehot_saladefeculents=0, onehot_viande=1","IMC=20, onehot_fromage=0"
0.344,0.836,0.411,1.903,1.069,0.022,"IMC=20, onehot_saladefeculents=0, onehot_viande=1","Végé=0, onehot_fromage=0"
0.344,0.541,0.635,0.787,1.082,0.026,"onehot_saladefeculents=0, onehot_viande=1","IMC=20, Végé=0, onehot_fromage=0"
0.344,0.696,0.494,1.447,0.973,-0.009,"IMC=20, Végé=0, onehot_fromage=0, onehot_viande=1",onehot_saladefeculents=0
0.344,0.644,0.534,1.098,1.099,0.031,"IMC=20, Végé=0, onehot_viande=1","onehot_fromage=0, onehot_saladefeculents=0"
0.344,0.412,0.834,0.445,1.109,0.034,"Végé=0, onehot_viande=1","IMC=20, onehot_fromage=0, onehot_saladefeculents=0"
0.344,0.574,0.598,0.928,1.034,0.011,"IMC=20, onehot_viande=1","Végé=0, onehot_fromage=0, onehot_saladefeculents=0"
0.344,0.376,0.914,0.383,1.075,0.024,onehot_viande=1,"IMC=20, Végé=0, onehot_fromage=0, onehot_saladefeculents=0"
0.344,0.45,0.764,0.602,0.978,-0.008,"Végé=0, onehot_fromage=0, onehot_viande=1","IMC=20, onehot_saladefeculents=0"
0.344,0.667,0.515,1.226,1.055,0.018,"IMC=20, onehot_fromage=0, onehot_viande=1","Végé=0, onehot_saladefeculents=0"
0.344,0.432,0.794,0.498,1.093,0.029,"onehot_fromage=0, onehot_viande=1","IMC=20, Végé=0, onehot_saladefeculents=0"
0.344,0.64,0.537,1.211,0.984,-0.006,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_vege=0",IMC=20
0.344,0.933,0.368,2.217,1.144,0.043,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1",onehot_vege=0
0.344,0.593,0.58,0.905,1.13,0.039,"Végé=0, onehot_saladefeculents=0, onehot_viande=1","IMC=20, onehot_vege=0"
0.344,0.644,0.534,1.098,1.099,0.031,"IMC=20, Végé=0, onehot_viande=1","onehot_saladefeculents=0, onehot_vege=0"
0.344,0.412,0.834,0.445,1.109,0.034,"Végé=0, onehot_viande=1","IMC=20, onehot_saladefeculents=0, onehot_vege=0"
0.344,0.574,0.598,0.928,1.034,0.011,"IMC=20, onehot_viande=1","Végé=0, onehot_saladefeculents=0, onehot_vege=0"
0.344,0.376,0.914,0.383,1.075,0.024,onehot_viande=1,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_vege=0"
0.344,0.836,0.411,1.903,1.069,0.022,"IMC=20, onehot_saladefeculents=0, onehot_viande=1","Végé=0, onehot_vege=0"
0.344,0.541,0.635,0.787,1.082,0.026,"onehot_saladefeculents=0, onehot_viande=1","IMC=20, Végé=0, onehot_vege=0"
0.344,0.949,0.362,2.458,1.067,0.022,"IMC=20, onehot_saladefeculents=0, onehot_viande=1, onehot_vege=0",Végé=0
0.344,0.609,0.564,1.0,1.078,0.025,"onehot_saladefeculents=0, onehot_viande=1, onehot_vege=0","IMC=20, Végé=0"
0.344,0.696,0.494,1.447,0.973,-0.009,"IMC=20, Végé=0, onehot_viande=1, onehot_vege=0",onehot_saladefeculents=0
0.344,0.45,0.764,0.602,0.978,-0.008,"Végé=0, onehot_viande=1, onehot_vege=0","IMC=20, onehot_saladefeculents=0"
0.344,0.667,0.515,1.226,1.055,0.018,"IMC=20, onehot_viande=1, onehot_vege=0","Végé=0, onehot_saladefeculents=0"
0.344,0.432,0.794,0.498,1.093,0.029,"onehot_viande=1, onehot_vege=0","IMC=20, Végé=0, onehot_saladefeculents=0"
0.344,0.64,0.537,1.211,0.984,-0.006,"Végé=0, onehot_fromage=0, onehot_saladefeculents=0, onehot_viande=1, onehot_vege=0",IMC=20
0.344,1.0,0.344,2.375,1.226,0.063,"IMC=20, Végé=0, onehot_fromage=0, onehot_saladefeculents=0, onehot_viande=1",onehot_vege=0
0.344,0.64,0.537,0.977,1.22,0.062,"Végé=0, onehot_fromage=0, onehot_saladefeculents=0, onehot_viande=1","IMC=20, onehot_vege=0"
0.344,0.949,0.362,2.161,1.213,0.06,"IMC=20, onehot_fromage=0, onehot_saladefeculents=0, onehot_viande=1","Végé=0, onehot_vege=0"
0.344,0.609,0.564,0.886,1.217,0.061,"onehot_fromage=0, onehot_saladefeculents=0, onehot_viande=1","IMC=20, Végé=0, onehot_vege=0"
0.344,0.933,0.368,2.217,1.144,0.043,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1","onehot_fromage=0, onehot_vege=0"
0.344,0.593,0.58,0.905,1.13,0.039,"Végé=0, onehot_saladefeculents=0, onehot_viande=1","IMC=20, onehot_fromage=0, onehot_vege=0"
0.344,0.836,0.411,1.903,1.069,0.022,"IMC=20, onehot_saladefeculents=0, onehot_viande=1","Végé=0, onehot_fromage=0, onehot_vege=0"
0.344,0.541,0.635,0.787,1.082,0.026,"onehot_saladefeculents=0, onehot_viande=1","IMC=20, Végé=0, onehot_fromage=0, onehot_vege=0"
0.344,0.696,0.494,1.186,1.187,0.054,"IMC=20, Végé=0, onehot_fromage=0, onehot_viande=1","onehot_saladefeculents=0, onehot_vege=0"
0.344,0.644,0.534,1.098,1.099,0.031,"IMC=20, Végé=0, onehot_viande=1","onehot_fromage=0, onehot_saladefeculents=0, onehot_vege=0"
0.344,0.412,0.834,0.445,1.109,0.034,"Végé=0, onehot_viande=1","IMC=20, onehot_fromage=0, onehot_saladefeculents=0, onehot_vege=0"
0.344,0.574,0.598,0.928,1.034,0.011,"IMC=20, onehot_viande=1","Végé=0, onehot_fromage=0, onehot_saladefeculents=0, onehot_vege=0"
0.344,0.376,0.914,0.383,1.075,0.024,onehot_viande=1,"IMC=20, Végé=0, onehot_fromage=0, onehot_saladefeculents=0, onehot_vege=0"
0.344,0.45,0.764,0.486,1.212,0.06,"Végé=0, onehot_fromage=0, onehot_viande=1","IMC=20, onehot_saladefeculents=0, onehot_vege=0"
0.344,0.667,0.515,1.077,1.201,0.057,"IMC=20, onehot_fromage=0, onehot_viande=1","Végé=0, onehot_saladefeculents=0, onehot_vege=0"
0.344,0.432,0.794,0.44,1.237,0.066,"onehot_fromage=0, onehot_viande=1","IMC=20, Végé=0, onehot_saladefeculents=0, onehot_vege=0"
0.344,0.949,0.362,2.458,1.067,0.022,"IMC=20, onehot_fromage=0, onehot_saladefeculents=0, onehot_viande=1, onehot_vege=0",Végé=0
