Numéro de formulaire;Genre;Age;Taille;Poids;IMC;Activité physique;Régime particulier;Végé;Fréquence CROUS;Equilibre alim;Seule ou en groupe;Nb groupe entrée;Proximité;Connaissance;Parti groupe;Influ sociale;Percept senso;Nb file;Faim;Stress;Nb convives;Ami 1;Ami 2;Ami 3;Ami 4;Ami 5;Ami 6;Ami 7;Ami 8;Ami 9;Ami 10;Ami 11;Ami 12;Ami 13;Ami 14;Ami 15;Ami 16;Ami 17;onehot_fruits;onehot_fromage;onehot_saladefeculents;onehot_crudites;onehot_charcuterie;onehot_viande;onehot_poisson;onehot_vege;onehot_yaourt;onehot_dessertgourmand;onehot_cremedessert;onehot_accompagnement
8U4I;1.0;18.0;1.84;68.0;20.0;2.0;0.0;0.0;2.0;0;1.0;3.0;1.0;1.0;1.0;1;2.0;0.0;3.0;1.0;3.0;2M7S;7D4K;;;;;;;;;;;;;;;;1;0;0;0;1;1;0;0;1;0;0;1
8W0W;1.0;26.0;1.77;73.0;25.0;1.0;1.0;0.0;2.0;2;1.0;2.0;1.0;1.0;1.0;0;0.0;0.0;2.0;1.0;2.0;5J1R;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;1;0;1
8W1B;0.0;22.0;1.7;57.0;20.0;2.0;1.0;1.0;1.0;2;1.0;5.0;1.0;1.0;1.0;2;2.0;0.0;1.0;3.0;5.0;6T3K;6R1H;9Z3C;4G8T;;;;;;;;;;;;;;1;0;1;0;0;0;0;1;0;0;0;1
8W1L;0.0;19.0;1.65;98.0;35.0;1.0;0.0;0.0;2.0;1;0.0;2.0;1.0;1.0;1.0;1;1.0;0.0;3.0;2.0;2.0;5M6R;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
8W4Q;0.0;20.0;1.62;50.0;20.0;0.0;0.0;0.0;2.0;1;0.0;6.0;1.0;0.0;0.0;0;3.0;0.0;2.0;2.0;6.0;4A1V;6U3B;8B8H;2L2Z;0R4X;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;0;1;1
8W7P;1.0;19.0;1.78;80.0;25.0;1.0;0.0;0.0;2.0;1;1.0;4.0;1.0;1.0;1.0;1;2.0;1.0;2.0;0.0;4.0;2I9R;2A4L;8V5M;;;;;;;;;;;;;;;0;1;0;0;1;0;0;1;1;0;0;0
8X0N;1.0;21.0;1.8;62.0;20.0;1.0;0.0;0.0;2.0;2;1.0;10.0;1.0;1.0;1.0;3;0.0;2.0;3.0;2.0;4.0;7V9Y;;2W1G;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
8X6E;1.0;23.0;1.83;73.0;20.0;3.0;0.0;0.0;1.0;1;0.0;1.0;0.0;0.0;0.0;0;2.0;0.0;2.0;1.0;1.0;;;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;1;1
8X9Z;1.0;27.0;1.77;66.0;20.0;2.0;0.0;0.0;1.0;2;1.0;2.0;1.0;1.0;1.0;0;2.0;1.0;3.0;3.0;5.0;3D2B;6V3U;6O7K;7J8O;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;1;0;0;1
8Z9E;1.0;28.0;1.76;70.0;25.0;2.0;0.0;0.0;1.0;2;0.0;1.0;1.0;1.0;0.0;3;1.0;2.0;1.0;3.0;3.0;5Y3W;9W3F;;;;;;;;;;;;;;;;0;1;0;1;0;1;0;0;0;1;0;1
9A6W;1.0;21.0;1.8;75.0;25.0;2.0;0.0;0.0;2.0;2;0.0;1.0;0.0;0.0;0.0;0;1.0;0.0;2.0;0.0;1.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
9B3F;1.0;20.0;1.72;75.0;25.0;1.0;0.0;0.0;2.0;0;0.0;8.0;1.0;1.0;1.0;2;0.0;2.0;3.0;0.0;7.0;6T3S;4R6L;5I5P;4M6N;0Y1T;9S9J;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;1;0;1
9B5K;1.0;25.0;1.9;75.0;20.0;2.0;1.0;0.0;1.0;2;1.0;5.0;1.0;1.0;1.0;1;3.0;1.0;1.0;1.0;10.0;4A7O;0F1W;1R9D;2R7A;5Q1R;1O2T;5Q1R;3O6U;9M5B;;;;;;;;;0;0;0;0;1;1;0;0;0;0;0;1
9B8H;1.0;20.0;1.8;80.0;25.0;2.0;0.0;0.0;2.0;4;1.0;2.0;1.0;1.0;1.0;0;2.0;0.0;0.0;0.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
9C8Y;1.0;22.0;1.78;78.0;25.0;2.0;0.0;0.0;2.0;2;1.0;9.0;1.0;1.0;1.0;0;2.0;1.0;2.0;1.0;14.0;4O8C;1Y7U;2J2X;8Q9F;9X1Z;0H5L;1S8D;7N0N;3S5G;1A9V;6A4U;4R8R;7R7Y;;;;;0;0;0;0;0;1;1;0;0;1;0;1
9D6N;1.0;20.0;1.72;60.0;20.0;0.0;0.0;0.0;1.0;1;1.0;3.0;1.0;1.0;1.0;0;0.0;0.0;2.0;0.0;3.0;6F8P;4I6K;;;;;;;;;;;;;;;;1;0;0;0;1;1;0;0;0;0;0;1
9E7A;0.0;21.0;1.64;53.0;20.0;2.0;0.0;0.0;2.0;2;1.0;3.0;1.0;1.0;1.0;1;2.0;1.0;2.0;1.0;3.0;4B5E;9P2T;;;;;;;;;;;;;;;;1;0;0;0;1;0;1;0;1;0;0;1
9G6O;1.0;23.0;1.8;69.0;20.0;1.0;0.0;0.0;1.0;2;1.0;3.0;1.0;0.0;0.0;1;3.0;1.0;2.0;1.0;4.0;8N8Q;4W2W;2Z9H;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;1
9I1E;1.0;28.0;1.73;75.0;25.0;0.0;1.0;0.0;1.0;1;1.0;5.0;1.0;0.0;0.0;0;3.0;0.0;2.0;2.0;6.0;9I2L;4M4I;9R1R;8A1R;1F9Y;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;1;0;1
9I2L;1.0;24.0;1.8;75.0;25.0;2.0;0.0;0.0;1.0;1;1.0;5.0;0.0;0.0;0.0;0;1.0;0.0;2.0;2.0;6.0;9I1E;4M4I;9R1R;8A1R;1F9Y;;;;;;;;;;;;;0;0;0;1;0;0;0;1;0;1;0;1
9I9S;1.0;20.0;1.86;75.0;20.0;1.0;1.0;0.0;2.0;4;1.0;3.0;0.0;1.0;1.0;0;2.0;0.0;2.0;0.0;3.0;7F1D;6E4S;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
9J2Z;1.0;20.0;1.85;62.0;20.0;0.0;0.0;0.0;2.0;2;0.0;9.0;1.0;1.0;1.0;0;3.0;0.0;3.0;0.0;5.0;3H8D;5L2C;1O2H;1G3P;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;1;1
9J6M;1.0;21.0;1.85;68.0;20.0;1.0;1.0;1.0;2.0;2;1.0;4.0;1.0;1.0;1.0;2;2.0;1.0;3.0;1.0;4.0;5B2Z;0O5Q;5I3E;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;1;0;0;1
9M5B;1.0;21.0;1.74;55.0;20.0;1.0;0.0;0.0;1.0;0;1.0;10.0;1.0;1.0;1.0;1;3.0;0.0;1.0;2.0;10.0;3O6U;2R7A;4A7O;0F1W;9B5K;1R9D;1O2T;1W7I;5Q1R;;;;;;;;;0;0;0;0;1;1;0;0;0;1;0;1
9O9K;1.0;20.0;1.75;58.0;20.0;3.0;1.0;0.0;2.0;1;1.0;2.0;1.0;1.0;1.0;0;3.0;0.0;1.0;0.0;2.0;0N9P;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;1;0;1
9P2T;1.0;21.0;1.7;55.0;20.0;1.0;0.0;0.0;2.0;1;1.0;3.0;1.0;1.0;1.0;0;3.0;0.0;2.0;1.0;3.0;4B5E;9E7A;;;;;;;;;;;;;;;;1;1;0;1;0;0;1;0;0;0;0;1
9P8X;1.0;22.0;1.7;70.0;25.0;3.0;0.0;0.0;1.0;4;1.0;3.0;0.0;1.0;1.0;1;0.0;1.0;2.0;1.0;2.0;9K7A;;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;1;0;0;1
9Q5A;1.0;20.0;1.8;72.0;20.0;3.0;0.0;0.0;2.0;2;1.0;2.0;1.0;1.0;1.0;0;3.0;0.0;3.0;0.0;2.0;7Y5A;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;1;0;1
9R1R;1.0;30.0;1.7;63.0;20.0;2.0;0.0;0.0;1.0;2;1.0;6.0;1.0;1.0;1.0;0;3.0;1.0;2.0;2.0;6.0;4M4I;9I2L;8A1R;9I1E;1F9Y;;;;;;;;;;;;;0;1;0;0;1;1;0;0;0;0;0;1
9R3J;0.0;25.0;1.68;90.0;30.0;2.0;0.0;0.0;2.0;4;1.0;18.0;1.0;0.0;0.0;3;3.0;2.0;0.0;3.0;9.0;8B3E;9Z4S;8B3A;5A8F;1A1B;3F5F;8F9H;1A3F;;;;;;;;;;0;0;0;1;0;1;0;0;1;0;0;1
9R6Y;1.0;27.0;1.8;70.0;20.0;2.0;0.0;0.0;2.0;4;1.0;4.0;1.0;1.0;1.0;0;0.0;0.0;2.0;0.0;4.0;4F9D;1G7G;5M0T;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;0;1;1
9S9J;1.0;21.0;1.76;110.0;35.0;1.0;0.0;0.0;2.0;2;0.0;10.0;1.0;1.0;1.0;3;2.0;0.0;3.0;1.0;7.0;0Y1T;4M6N;9B3F;5I5P;6T3S;4R6L;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
9V8W;0.0;21.0;1.7;57.0;20.0;1.0;1.0;1.0;2.0;2;0.0;1.0;0.0;0.0;0.0;0;2.0;0.0;1.0;2.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;0;0;0;1
9W3C;1.0;18.0;1.75;55.0;20.0;3.0;0.0;0.0;2.0;0;0.0;3.0;1.0;1.0;1.0;0;0.0;0.0;3.0;0.0;3.0;6I6Y;4L5H;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
9W3F;1.0;32.0;1.82;79.0;25.0;1.0;0.0;0.0;1.0;4;1.0;2.0;1.0;1.0;1.0;0;2.0;0.0;3.0;0.0;3.0;5Y3W;8Z9E;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
9X1Z;0.0;22.0;1.68;56.0;20.0;2.0;0.0;0.0;2.0;2;1.0;16.0;0.0;0.0;0.0;0;2.0;0.0;2.0;2.0;14.0;4O8C;1Y7U;2J2X;8Q9F;0H5L;1S8D;7N0N;3S5G;1A9V;6A4U;4R8R;9C8Y;7R7Y;;;;;1;0;0;0;1;0;0;1;0;0;0;1
9Z3C;1.0;21.0;1.75;61.0;20.0;2.0;1.0;1.0;2.0;4;1.0;5.0;1.0;1.0;1.0;2;2.0;0.0;2.0;1.0;5.0;6T3K;6R1H;4G8T;8W1B;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;0;0;0;1
C02;1.0;;;;;;0.0;;1.0;3;;;;1.0;;1;0.0;1.0;2.0;;;C01;;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;0;0;1
C19;1.0;;;;;;1.0;;2.0;3;;;;0.0;;1;0.0;0.0;2.0;;;C20;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;1;0;0;0
C21;0.0;;;;;;0.0;;2.0;0;;;;1.0;;1;1.0;1.0;2.0;;;C22;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;1
C17;0.0;;;;;;1.0;;2.0;3;;;;;;2;;2.0;3.0;;;C18;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
C22;1.0;;;;;;0.0;;2.0;3;;;;1.0;;2;1.0;1.0;2.0;;;C21;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;0;0;1;0
C25;1.0;;;;;;0.0;;2.0;1;;;;1.0;;1;3.0;2.0;3.0;;;C24;C26;C27;;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;0;0;1
C24;0.0;;;;;;0.0;;2.0;3;;;;0.0;;1;2.0;2.0;;;;C25;C26;C27;;;;;;;;;;;;;;;0;0;1;0;0;1;0;0;0;1;0;1
C29;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;0.0;;2.0;;;C33;;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;0;0;1
C26;1.0;;;;;;0.0;;1.0;3;;;;1.0;;1;2.0;0.0;1.0;;;C24;C25;C27;;;;;;;;;;;;;;;1;0;1;0;0;0;1;0;0;0;0;1
C30;1.0;;;;;;0.0;;2.0;1;;;;1.0;;1;2.0;2.0;2.0;;;C31;C32;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
C31;1.0;;;;;;0.0;;0.0;0;;;;1.0;;2;2.0;1.0;2.0;;;C30;C32;;;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;0;0;0;1
C32;1.0;;;;;;0.0;;0.0;2;;;;1.0;;1;2.0;0.0;2.0;;;C30;C31;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;1;0;0;1
A03;1.0;;;;;;1.0;;2.0;1;;;;1.0;;2;2.0;0.0;3.0;;;A02;A01;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;0;1;0;0
A02;0.0;;;;;;0.0;;2.0;1;;;;1.0;;2;2.0;1.0;1.0;;;A01;A03;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;1;0;0;0
A01;;;;;;;1.0;;2.0;3;;;;1.0;;1;2.0;0.0;2.0;;;A03;A02;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;0;0;0;0
A16;0.0;;;;;;0.0;;2.0;3;;;;1.0;;1;3.0;2.0;1.0;;;A15;A17;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;0
A17;1.0;;;;;;0.0;;2.0;4;;;;1.0;;1;3.0;2.0;3.0;;;A16;A15;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;0;0;0;0
A15;1.0;;;;;;0.0;;1.0;4;;;;0.0;;1;3.0;1.0;3.0;;;A17;A16;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;0;1;1
A22;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;3.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;1;1;0;0;0
A29;1.0;;;;;;0.0;;0.0;3;;;;1.0;;1;2.0;0.0;1.0;;;A26;A27;A28;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
A24;1.0;;;;;;0.0;;2.0;1;;;;1.0;;2;3.0;2.0;3.0;;;A25;;;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;0;1;1
A25;0.0;;;;;;0.0;;2.0;2;;;;1.0;;1;1.0;2.0;2.0;;;A24;;;;;;;;;;;;;;;;;1;0;0;0;1;1;0;0;0;0;0;1
A28;0.0;;;;;;0.0;;0.0;2;;;;1.0;;1;2.0;1.0;2.0;;;A26;A27;A29;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
A26;0.0;;;;;;0.0;;0.0;3;;;;1.0;;1;2.0;0.0;1.0;;;A27;A28;A29;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
A27;1.0;;;;;;0.0;;0.0;2;;;;1.0;;2;1.0;2.0;2.0;;;A26;A28;A29;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;1;0;0;1
A34;1.0;;;;;;0.0;;2.0;1;;;;1.0;;1;3.0;1.0;3.0;;;A35;A37;A36;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
A33;0.0;;;;;;0.0;;2.0;3;;;;1.0;;1;3.0;1.0;2.0;;;A32;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;1;0;0;1
A32;0.0;;;;;;1.0;;2.0;3;;;;0.0;;1;2.0;2.0;3.0;;;A33;;;;;;;;;;;;;;;;;0;1;0;1;0;0;1;0;0;0;0;1
A40;1.0;;;;;;1.0;;2.0;2;;;;0.0;;1;2.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;1
A42;1.0;;;;;;0.0;;0.0;3;;;;1.0;;1;0.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;0;0;1
A51;0.0;;;;;;0.0;;2.0;2;;;;1.0;;1;1.0;1.0;3.0;;;B47;B45;B46;B48;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
A46;1.0;;;;;;0.0;;2.0;1;;;;0.0;;1;2.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;1;0;0;0;0;0;1
A55;1.0;;;;;;1.0;;2.0;4;;;;0.0;;1;2.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;1;0;0;0;0
A74;0.0;;;;;;1.0;;1.0;2;;;;1.0;;2;2.0;2.0;2.0;;;A75;;;;;;;;;;;;;;;;;0;0;1;0;0;0;1;0;0;0;1;1
A59;;;;;;;1.0;;2.0;1;;;;0.0;;1;2.0;0.0;0.0;;;A59;C01;C02;A57;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0
A49;1.0;;;;;;0.0;;2.0;2;;;;0.0;;1;1.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;1;0;0;0
A73;1.0;;;;;;0.0;;1.0;3;;;;0.0;;1;1.0;0.0;2.0;;;B76;B74;B75;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;1
A76;1.0;;;;;;1.0;;2.0;2;;;;0.0;;1;1.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;0;0;0;1;1
B28;1.0;;;;;;0.0;;2.0;1;;;;1.0;;1;1.0;2.0;2.0;;;B20;B16;B17;B27;B32;B18;B19;;;;;;;;;;;0;0;0;1;0;0;0;1;0;1;0;0
B15;1.0;;;;;;0.0;;2.0;4;;;;1.0;;1;1.0;2.0;2.0;;;B11;B12;B13;B14;B63;B64;B65;;;;;;;;;;;1;0;0;1;0;0;0;1;0;0;0;0
B40;1.0;;;;;;1.0;;2.0;3;;;;0.0;;2;3.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;0;1;0;1
B12;0.0;;;;;;0.0;;2.0;4;;;;1.0;;1;3.0;2.0;3.0;;;B15;B12;B13;B14;B63;B64;B65;;;;;;;;;;;0;0;0;1;0;1;0;0;1;0;0;1
B18;1.0;;;;;;0.0;;2.0;3;;;;1.0;;2;2.0;0.0;2.0;;;B20;B17;B16;B27;B32;B28;B19;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;1
B34;0.0;;;;;;0.0;;2.0;3;;;;1.0;;1;3.0;1.0;2.0;;;B33;;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
B45;0.0;;;;;;0.0;;2.0;3;;;;1.0;;1;2.0;0.0;2.0;;;A51;B47;B48;B46;;;;;;;;;;;;;;1;0;1;0;0;1;0;0;0;0;0;1
B50;1.0;;;;;;0.0;;;3;;;;0.0;;1;3.0;0.0;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;0;1;0;0;1
B51;1.0;;;;;;0.0;;1.0;3;;;;1.0;;1;3.0;0.0;3.0;;;B53;B54;B52;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;1
B53;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;0.0;0.0;2.0;;;B51;B52;B54;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;0;1;0;0
B56;1.0;;;;;;1.0;;2.0;3;;;;0.0;;1;3.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;1;0;0;0;0
A62;1.0;;;;;;0.0;;1.0;4;;;;0.0;;1;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;1;0;0;0;0;1
A80;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;1.0;0.0;1.0;;;A81;A78;A77;B01;;;;;;;;;;;;;;0;0;0;0;1;0;0;1;0;0;1;0
B81;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;0.0;0.0;1.0;;;B82;B83;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;1
A77;1.0;;;;;;0.0;;2.0;2;;;;1.0;;2;3.0;2.0;0.0;;;A82;A81;A80;A21;A22;A78;B01;A79;;;;;;;;;;0;1;0;0;0;1;0;0;0;0;0;1
B04;0.0;;;;;;0.0;;;3;;;;1.0;;2;3.0;2.0;2.0;;;B02;B03;B05;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;0;1;1
A67;0.0;;;;;;0.0;;2.0;4;;;;1.0;;1;3.0;;2.0;;;A09;A10;A11;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;0
B02;0.0;;;;;;0.0;;;4;;;;1.0;;1;1.0;0.0;3.0;;;B03;B01;B05;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
B23;1.0;;;;;;1.0;;2.0;2;;;;0.0;;1;1.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;0;0;1
B19;1.0;;;;;;1.0;;2.0;0;;;;1.0;;2;0.0;0.0;0.0;;;B20;B16;B17;B27;B32;B18;B28;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;0
B39;1.0;;;;;;0.0;;0.0;1;;;;;;1;2.0;0.0;2.0;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;0
B11;0.0;;;;;;0.0;;2.0;3;;;;1.0;;1;3.0;0.0;1.0;;;B15;B12;B14;B13;B64;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;0;0;1
B27;0.0;;;;;;0.0;;0.0;2;;;;1.0;;1;1.0;0.0;2.0;;;B17;B32;B18;B19;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
B29;1.0;;;;;;0.0;;1.0;1;;;;1.0;;2;2.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;1;1
B54;;;;;;;1.0;;2.0;3;;;;0.0;;1;2.0;0.0;3.0;;;B51;B52;B53;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
B31;1.0;;;;;;0.0;;1.0;3;;;;0.0;;1;3.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
B67;1.0;;;;;;0.0;;2.0;2;;;;0.0;;1;1.0;2.0;2.0;;;B68;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0
B75;1.0;;;;;;;;2.0;2;;;;1.0;;2;3.0;2.0;2.0;;;B73;B74;B76;;;;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0
B74;1.0;;;;;;1.0;;2.0;4;;;;1.0;;1;0.0;1.0;3.0;;;B73;B76;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0
B80;1.0;;;;;;0.0;;1.0;3;;;;1.0;;1;2.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;0;1;1
B76;0.0;;;;;;1.0;;1.0;2;;;;1.0;;1;2.0;0.0;2.0;;;B73;B74;B75;;;;;;;;;;;;;;;1;0;1;0;0;0;0;1;0;0;0;0
B78;1.0;;;;;;1.0;;2.0;3;;;;0.0;;1;2.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;1
F23;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;1.0;;3.0;;;F25;F24;F19;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;1;0;0;1
F25;1.0;;;;;;0.0;;2.0;0;;;;1.0;;1;3.0;;3.0;;;F23;F24;;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;1;0;1
F19;1.0;;;;;;0.0;;2.0;0;;;;1.0;;1;0.0;;2.0;;;F23;F25;F24;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;1;0;1
F21;1.0;;;;;;0.0;;1.0;2;;;;1.0;;1;2.0;;2.0;;;F20;F22;F24;F17;F18;F19;F23;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
F15;0.0;;;;;;0.0;;2.0;2;;;;1.0;;1;3.0;;1.0;;;F16;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;1
F26;0.0;;;;;;0.0;;1.0;3;;;;0.0;;2;3.0;;3.0;;;F27;F28;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;0
F17;1.0;;;;;;0.0;;1.0;3;;;;0.0;;1;2.0;;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;0;0;0;0;1
F24;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;3.0;;3.0;;;F23;F25;F19;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;1;0;0;1
F28;1.0;;;;;;1.0;;1.0;3;;;;1.0;;1;3.0;;1.0;;;F26;F27;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;0;0;0;0;1
F14;;;;;;;0.0;;2.0;4;;;;0.0;;1;1.0;;2.0;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;1
F27;1.0;;;;;;1.0;;2.0;4;;;;1.0;;1;3.0;;3.0;;;F26;F28;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;1
F13;0.0;;;;;;0.0;;;2;;;;0.0;;1;1.0;;3.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;1
F16;0.0;;;;;;0.0;;2.0;3;;;;1.0;;1;1.0;;1.0;;;F15;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;1
F22;;;;;;;0.0;;2.0;2;;;;1.0;;1;1.0;;1.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
F18;1.0;;;;;;0.0;;2.0;2;;;;1.0;;1;2.0;;1.0;;;F20;F21;F22;F17;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
F12;1.0;;;;;;1.0;;2.0;3;;;;0.0;;1;3.0;;3.0;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;0;0;0;1
F11;1.0;;;;;;0.0;;2.0;3;;;;0.0;;1;3.0;;1.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0
F08;1.0;;;;;;0.0;;1.0;3;;;;0.0;;1;2.0;;1.0;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
F09;1.0;;;;;;;;1.0;1;;;;0.0;;1;1.0;;1.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1
F07;1.0;;;;;;0.0;;2.0;3;;;;1.0;;1;2.0;;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;0;0;1
F06;1.0;;;;;;1.0;;2.0;2;;;;0.0;;1;0.0;;2.0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
F01;0.0;;;;;;0.0;;2.0;3;;;;1.0;;1;1.0;;2.0;;;F02;F03;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
