,Unnamed: 0_x,Genre,¬ge,Taille (m),Poids (kg),IMC ,ActivitÈ physique,RÈgime particulier,VÈgÈ,Equilibre alim,Nb groupe entrÈe,ProximitÈ,Influ sociale,Percept senso,Faim,Stress,Nb convives ,Ami 1,Ami 2,Ami 3 ,Ami 4,Ami 5,Unnamed: 0_y,torsades,feuillet√©saumonoseille,boeufbourguignon,kebab,risottocourgettes,pizzaraclette,faux-filet,pizzamerguezpoivrons,hamburger,escalopeviennoise,poel√©ebrocolis,frites,torsadespoel√©ebrocolis,ratatouille,chouxblanc√†lajaponaise,saladelentilles,champignons,carottesr√¢p√©es,oeufmimosa,saladepates,artichauts,salami,coeursdepalmiers,tomates,yaourtauxfruits,≈ìuf√†laneige,faissellenature,yaourtnaturesucr√©,fromageblancfruitsrouges,banane,mimolette,flancchocolat,faissellenatureflancchocolat,orange,yaourtnaturesucr√©yaourtauxfruits,pommegolden,kiwi,Horodateur
1W8I,46,M,21,"1,84",69,"20,38043478",0.4531834904082975,1,0,-0.8028694617542734,4,1,-0.6372288490492298,-0.4562912970160515,-1.647731758506176,-1.0158089579552263,3,6L3J,6C9H,,,,94,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 13:04:06  
6L3J,47,F,20,"1,67",55,"19,72103697",0.4531834904082975,0,0,-0.8028694617542734,3,1,-0.6372288490492298,-0.4562912970160515,-0.323661595420856,0.0597534681150133,3,6C9H,1W8I,,,,96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 13:04:43  
6C9H,48,M,19,"1,69",60,"21,0076678",-0.6393124239688485,0,0,0.1648749787531096,3,1,-0.6372288490492298,0.4913906275557479,-0.323661595420856,0.0597534681150133,3,1W8I,6L3J,,,,98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 13:05:12  
4D4V,50,M,21,"1,78",75,"23,67125363",0.4531834904082975,0,0,0.1648749787531096,4,1,0.6372288490492298,1.4390725521275474,1.0004085676644638,2.2108783202554925,2,5Y6U,,,,,89,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, 13:02:43  
1M5C,51,M,22,"1,77",60,"19,15158479",0.4531834904082975,1,0,0.1648749787531096,3,1,1.9116865471476892,1.4390725521275474,-0.323661595420856,0.0597534681150133,3,1T2N,9Y6D,,,,104,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 13:08:22  
5O0Y,52,M,26,"1,8",76,"23,45679012",0.4531834904082975,0,0,0.1648749787531096,2,0,-0.6372288490492298,1.4390725521275474,1.0004085676644638,0.0597534681150133,2,8K4B,,,,,128,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 13:17:39  
8K4B,53,F,21,"1,82",65,"19,62323391",-1.7318083383459943,1,0,-0.8028694617542734,2,1,0.6372288490492298,0.4913906275557479,-1.647731758506176,0.0597534681150133,2,5O0Y,,,,,130,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 13:18:57  
1T2N,57,M,21,"1,7",80,"27,6816609",-0.6393124239688485,0,0,2.100363859767876,11,1,-0.6372288490492298,-1.4039732215878509,-0.323661595420856,0.0597534681150133,3,1M5C,9Y6D,,,,106,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 13:08:58  
7U3T,58,M,20,"1,8",63,"19,44444444",0.4531834904082975,0,0,0.1648749787531096,8,1,1.9116865471476892,-0.4562912970160515,-0.323661595420856,-1.0158089579552263,8,2F2B,6E9U,0D4Y,7N7F,0G2I,61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:54:35  
7N7F,59,M,19,"1,65",58,"21,30394858",-0.6393124239688485,1,1,0.1648749787531096,11,0,-0.6372288490492298,-0.4562912970160515,1.0004085676644638,1.135315894185253,8,2F2B,0G2I,3M5G,6E9U,0D4Y,60,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:54:15  
6W8Z,60,M,21,"1,78",59,"18,62138619",-0.6393124239688485,1,1,0.1648749787531096,2,1,-0.6372288490492298,1.4390725521275474,-0.323661595420856,-1.0158089579552263,2,2W9X,,,,,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, 13:09:38  
2W9X,62,M,22,"1,86",85,"24,56931437",1.5456794047854434,0,0,0.1648749787531096,2,0,-0.6372288490492298,0.4913906275557479,1.0004085676644638,0.0597534681150133,2,6W8Z,,,,,108,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 13:09:21  
2E1F,64,F,20,"1,6",60,"23,4375",-0.6393124239688485,1,0,0.1648749787531096,2,1,-0.6372288490492298,-0.4562912970160515,-0.323661595420856,-1.0158089579552263,2,9I3E,,,,,54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, 12:52:54  
4O4Z,65,M,21,"1,71",85,"29,0687733",0.4531834904082975,0,0,2.100363859767876,1,0,-0.6372288490492298,1.4390725521275474,-0.323661595420856,0.0597534681150133,,,,,,,50,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, 12:513:44  
8W7P,72,M,19,"1,78",80,"25,2493372",-0.6393124239688485,0,0,-0.8028694617542734,4,1,0.6372288490492298,0.4913906275557479,-0.323661595420856,-1.0158089579552263,4,2I9R,2A4L,8V5M,,,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:57:33  
2I9R,73,M,19,"1,75",55,"17,95918367",0.4531834904082975,0,0,0.1648749787531096,4,1,1.9116865471476892,0.4913906275557479,-0.323661595420856,1.135315894185253,4,2A4L,8W7P,8V5M,,,62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:54:50  
0G5M,75,M,22,"1,75",50,"16,32653061",-1.7318083383459943,0,0,-1.7706139022616565,5,1,-0.6372288490492298,0.4913906275557479,1.0004085676644638,-1.0158089579552263,,,,,,,97,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 13:05:02  
4T1L,76,F,21,"1,67",56,"20,07960128",1.5456794047854434,0,0,-0.8028694617542734,2,0,-0.6372288490492298,-0.4562912970160515,-1.647731758506176,1.135315894185253,2,3W6I,,,,,91,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 13:03:10  
9R3J,77,F,25,"1,68",90,"31,8877551",0.4531834904082975,0,0,2.100363859767876,18,1,3.186144245246149,1.4390725521275474,-2.971801921591496,2.2108783202554925,9,8B3E,9Z4S,8B3A,5A8F,1A1B,46,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:50:34  
7J8Y,78,M,20,"1,73",58,"19,37919743",0.4531834904082975,1,1,2.100363859767876,4,1,-0.6372288490492298,0.4913906275557479,1.0004085676644638,1.135315894185253,3,9D5O,5W3U,,,,49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:513:35  
4K3B,80,M,20,"1,77",64,"20,42835711",0.4531834904082975,0,0,-0.8028694617542734,6,0,-0.6372288490492298,0.4913906275557479,-1.647731758506176,-1.0158089579552263,3,6H4A,1Y9T,,,,68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:56:03  
1Y9T,81,M,21,"1,79",85,"26,52851035",0.4531834904082975,0,0,0.1648749787531096,5,1,-0.6372288490492298,-0.4562912970160515,-0.323661595420856,-1.0158089579552263,3,6H4A,4K3B,,,,65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 12:55:24  
6H4A,82,M,20,"1,8",65,"20,0617284",-0.6393124239688485,0,1,2.100363859767876,5,1,-0.6372288490492298,-1.4039732215878509,1.0004085676644638,-1.0158089579552263,3,1Y9T,4K3B,,,,67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 12:55:56  
5W3U,83,M,19,"1,8",68,"20,98765432",0.4531834904082975,0,0,-0.8028694617542734,4,1,-0.6372288490492298,-1.4039732215878509,-0.323661595420856,-1.0158089579552263,3,9D5O,7J8Y,,,,45,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:50:07  
3M5G,84,M,19,"1,8",60,"18,51851852",-1.7318083383459943,1,1,-0.8028694617542734,8,0,-0.6372288490492298,-1.4039732215878509,1.0004085676644638,-1.0158089579552263,8,0G2I,7U3T,2F2B,0D4Y,7N7F,66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 12:55:35  
8G7E,85,M,18,"1,7",55,"19,03114187",0.4531834904082975,0,0,0.1648749787531096,1,0,0.6372288490492298,0.4913906275557479,1.0004085676644638,2.2108783202554925,5,5J3M,5D1Z,8G8P,3T0E,,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:52:55  
0A2A,86,M,20,"1,755",51,"16,55830716",1.5456794047854434,1,0,0.1648749787531096,2,1,-0.6372288490492298,-0.4562912970160515,-0.323661595420856,-1.0158089579552263,2,7F8H,,,,,70,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:56:34  
5J3M,87,F,18,"1,75",54,"17,63265306",-0.6393124239688485,0,0,0.1648749787531096,5,1,-0.6372288490492298,-0.4562912970160515,-0.323661595420856,1.135315894185253,5,5D1Z,8G8P,3T0E,8G7E,,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:48:20  
8G8P,88,M,18,"1,71",55,"18,80920625",0.4531834904082975,0,0,0.1648749787531096,5,0,0.6372288490492298,-0.4562912970160515,1.0004085676644638,1.135315894185253,5,5J3M,8G7E,3T0E,5D1Z,,40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 12:47:21  
5M7S,89,M,18,"1,85",70,"20,45288532",0.4531834904082975,0,0,0.1648749787531096,3,1,-0.6372288490492298,0.4913906275557479,1.0004085676644638,0.0597534681150133,3,8M0U,9I7L,,,,43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:48:50  
7E6C,90,M,23,"1,85",87,"25,42001461",-1.7318083383459943,0,0,-0.8028694617542734,4,0,0.6372288490492298,-0.4562912970160515,1.0004085676644638,1.135315894185253,,,,,,,72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:57:06  
5D1Z,91,M,18,"1,94",75,"19,92772877",0.4531834904082975,0,0,0.1648749787531096,5,1,-0.6372288490492298,1.4390725521275474,1.0004085676644638,1.135315894185253,5,5J3M,3T0E,8G8P,8G7E,,41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:47:44  
3T0E,92,F,18,"1,73",53,"17,70857697",-0.6393124239688485,0,0,-0.8028694617542734,5,0,-0.6372288490492298,0.4913906275557479,1.0004085676644638,1.135315894185253,5,5D1Z,5J3M,8G7E,8G8P,,38,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 12:46:19  
7F8H,93,M,19,"1,82",65,"19,62323391",0.4531834904082975,1,0,0.1648749787531096,2,1,-0.6372288490492298,-1.4039732215878509,-0.323661595420856,-1.0158089579552263,2,0A2A,,,,,64,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:55:15  
6C6J,94,F,19,"1,65",60,"22,03856749",-0.6393124239688485,0,0,0.1648749787531096,1,1,0.6372288490492298,0.4913906275557479,-0.323661595420856,0.0597534681150133,1,,,,,,47,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:50:54  
8M0U,95,M,18,"1,74",60,"19,81767737",-0.6393124239688485,0,0,0.1648749787531096,3,0,-0.6372288490492298,-1.4039732215878509,1.0004085676644638,1.135315894185253,3,5M7S,9I7L,,,,44,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:49:13  
5Y5L,98,M,18,"1,89",75,"20,99605274",0.4531834904082975,0,0,0.1648749787531096,2,0,-0.6372288490492298,-0.4562912970160515,1.0004085676644638,-1.0158089579552263,7,8L2R,8K8L,3H8I,5B4T,5B0B,37,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 12:46:04  
5C7B,99,M,21,"1,84",93,"27,46928166",0.4531834904082975,0,1,0.1648749787531096,1,1,-0.6372288490492298,0.4913906275557479,-0.323661595420856,1.135315894185253,,,,,,,84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, 13:013:35  
5R8S,100,F,20,"1,9",78,"21,6066482",-0.6393124239688485,0,0,0.1648749787531096,4,1,-0.6372288490492298,-1.4039732215878509,-0.323661595420856,1.135315894185253,4,0I8Y,3U8T,7H9N,,,53,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:52:36  
3U8T,102,M,20,"1,74",64,"21,13885586",0.4531834904082975,0,0,0.1648749787531096,4,1,-0.6372288490492298,-1.4039732215878509,-0.323661595420856,0.0597534681150133,4,7H9N,0I8Y,5R8S,,,51,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, 12:513:54  
7H9N,103,M,21,"1,83",78,"23,29122996",-0.6393124239688485,0,0,-0.8028694617542734,4,1,-0.6372288490492298,0.4913906275557479,-0.323661595420856,1.135315894185253,4,3U8T ,0I8Y ,5R8S ,,,52,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:52:16  
1G6O,106,M,18,"1,83",78,"23,29122996",-0.6393124239688485,0,0,-0.8028694617542734,2,1,0.6372288490492298,-0.4562912970160515,-0.323661595420856,1.135315894185253,2,7Z3H,,,,,35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:45:34  
7Z3H,107,M,18,"1,75",58,"18,93877551",0.4531834904082975,0,0,0.1648749787531096,5,1,0.6372288490492298,-0.4562912970160515,1.0004085676644638,-1.0158089579552263,2,1G6O,,,,,36,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:45:54  
4U8Q,108,M,18,"1,77",85,"27,13141179",-0.6393124239688485,0,0,-0.8028694617542734,8,1,-0.6372288490492298,-1.4039732215878509,1.0004085676644638,2.2108783202554925,,,3M8I ??,,,,25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0, 12:413:05  
7D4K,109,M,18,"1,76",55,"17,75568182",0.4531834904082975,0,0,0.1648749787531096,3,1,-0.6372288490492298,0.4913906275557479,1.0004085676644638,1.135315894185253,3,8U4I,2M7S,,,,26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:413:14  
8U4I,110,M,18,"1,84",68,"20,08506616",0.4531834904082975,0,0,-1.7706139022616565,3,1,0.6372288490492298,0.4913906275557479,1.0004085676644638,0.0597534681150133,3,2M7S,7D4K,,,,27,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:413:34  
0C8K,112,M,18,"1,87",83,"23,73530842",1.5456794047854434,0,0,-1.7706139022616565,2,1,-0.6372288490492298,-1.4039732215878509,-0.323661595420856,0.0597534681150133,2,6Y2Q,,,,,39,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:46:52  
2M7S,114,M,18,"1,7",58,"20,06920415",0.4531834904082975,0,0,0.1648749787531096,3,1,-0.6372288490492298,0.4913906275557479,-0.323661595420856,0.0597534681150133,3,8U4I,7D4K,,,,29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:42:55  
4D0S,115,M,18,"1,85",64,"18,69978086",1.5456794047854434,0,0,0.1648749787531096,3,1,0.6372288490492298,0.4913906275557479,-0.985696676963516,0.0597534681150133,3,8P9D,8N1H,,,,33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 12:44:08  
8N1H,116,M,18,"1,75",68,"22,20408163",0.4531834904082975,1,1,-0.8028694617542734,3,1,-0.6372288490492298,0.4913906275557479,-0.323661595420856,0.0597534681150133,3,8P9D,4D0S,,,,31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, 12:43:29  
2Y1W,119,M,18,"1,83",72,"21,49959688",0.4531834904082975,0,0,2.100363859767876,11,1,-0.6372288490492298,-1.4039732215878509,-1.647731758506176,1.135315894185253,8,4H1P,7K8M,2A1P,1B2S,8H4M,19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0, 12:39:32  
