coeff_autre_moyenne,coeff_autre_sociale_et,coeff_amis_moyenne,coeff_amis_et,influence_sociale_moyenne,influence_sociale_et,influence_env_moyenne,influence_env_et,delta_moyenne,delat_et,choix_personnel_moyenne,choix_personnel_et,proba_depassement1point,proba_manque1point,proba_depassement2points,force_perception_plat,proba_autre_entree,proba_autre_dessert,proba_encore,temps_entre_groupes,seuil_influence_etudiant_queue,Charcuterie_correction,Crudites_correction,Entree_poisson_correction,Salade_feculents_correction,Viande___correction,Pizza_correction,Accompagnement___correction,Accompagnement_correction,Viande_correction,Poisson_correction,Vege_correction,Fruit_correction,Produit_laitier_correction,Creme_dessert_correction,Fruits_gourmands_correction,Dessert_gourmand_correction,Fromage_correction,fitness
0.1,0.0,0.5,0.2,0.3,0.5,1.0,0.5,0.9,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,64.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,66.0
0.1,0.0,0.5,0.2,0.3,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.6,1.8,0.4,0.7,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,1.0,0.85,0.7,-0.05,-0.55,0.7,76.0
0.8,0.1,0.5,0.2,0.5,0.3,0.4,0.2,0.3,0.1,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,81.0
0.4,0.6,0.5,0.5,0.2,0.7,1.0,0.4,0.8,0.7,0.0,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.2,29.0,9,0.5,0.25,0.25,0.8,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,69.0
0.1,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.9,0.6,0.4,0.7,0.9,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,-0.15,-0.05,-0.85,0.4,84.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.85,0.4,72.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.3,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.45,0.15,-0.95,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,77.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.9,0.4,0.4,0.7,2.9,0.0,0.2,0.3,42.0,8,0.5,0.25,0.25,0.8,-1.0,0.6,0.45,0.15,-0.95,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,78.0
0.1,0.4,0.8,0.3,0.2,0.7,0.5,0.1,0.6,0.6,0.4,0.7,0.9,0.4,0.7,2.9,0.0,0.6,0.3,24.0,8,0.5,0.25,-0.55,0.2,-0.05,0.5,-0.2,-0.75,-0.2,-0.75,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,79.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.2,0.2,29.0,9,0.5,0.25,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,76.0
0.4,0.6,0.5,0.5,0.2,0.7,1.0,0.4,0.8,0.7,0.0,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,68.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,-0.2,-0.75,-0.2,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,74.0
0.4,0.6,0.5,0.5,0.2,0.7,1.0,0.4,0.8,0.7,0.0,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.2,29.0,9,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,0.65,-0.75,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,69.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,67.0
0.1,0.0,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,-0.95,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,61.0
0.8,0.1,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,0.25,0.25,-0.8,-0.8,0.55,0.05,0.15,0.65,0.65,-0.45,0.05,0.55,-0.15,-0.05,-0.85,0.4,79.0
0.2,0.9,0.4,0.3,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.2,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,0.45,0.2,-0.05,0.5,-0.2,-0.75,-0.2,-0.75,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,81.0
0.0,0.0,0.5,0.2,0.1,0.2,0.9,0.1,0.8,0.2,0.3,0.5,0.7,1.0,0.6,1.8,0.4,0.7,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,85.0
0.0,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.6,1.0,23.0,9,-0.35,-0.85,-0.2,-0.8,-0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,71.0
0.0,0.0,0.5,0.2,0.6,0.5,1.0,0.5,0.9,0.6,0.4,0.7,0.9,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,-0.85,-0.2,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,80.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.6,1.0,23.0,9,-0.35,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,-0.15,-0.05,-0.85,0.4,92.0
0.8,0.1,0.5,0.2,0.5,0.3,0.4,0.2,0.3,0.1,0.3,0.5,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,65.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,67.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,74.0
0.0,0.0,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.6,1.0,23.0,9,-0.35,-0.85,-0.2,0.2,-0.05,0.5,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,60.0
0.1,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,9,0.5,0.25,0.25,0.8,-1.0,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,-0.15,-0.05,-0.55,0.7,74.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,58.0
0.0,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,72.0
0.1,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,-0.15,-0.05,-0.85,0.4,70.0
0.8,0.1,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,-0.95,0.5,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,80.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,71.0
0.0,0.0,0.5,0.2,0.3,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.6,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,-0.2,-0.75,-0.2,-0.75,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,70.0
0.0,0.0,0.5,0.2,0.6,0.5,1.0,0.5,0.9,0.6,0.4,0.7,0.9,0.4,0.7,2.9,0.0,0.2,0.3,42.0,8,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,72.0
0.1,0.0,0.5,0.2,0.3,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.2,29.0,9,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,68.0
0.8,0.1,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,1.0,0.6,1.8,0.4,0.7,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,86.0
0.0,0.0,0.5,0.2,0.3,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.6,1.8,0.4,0.7,0.8,27.0,8,0.5,0.25,0.25,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,86.0
0.1,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.9,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,-0.2,-0.75,-0.2,-0.75,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,83.0
0.8,0.1,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,2,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,73.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,-0.15,-1.0,-0.35,0.0,0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,92.0
0.0,0.0,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,-0.2,-0.75,-0.2,-0.75,0.1,0.05,0.55,-0.15,-0.05,-0.85,0.4,64.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.8,0.2,0.3,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,42.0,8,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,67.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,63.0
0.0,0.0,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.0,0.2,1.8,0.4,0.7,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,66.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.2,29.0,9,0.5,0.25,0.25,0.8,0.8,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,82.0
0.0,0.0,0.5,0.2,0.3,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.6,1.8,0.4,0.7,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.45,0.15,-0.95,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,91.0
0.0,0.0,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,0.25,0.25,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,75.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.6,1.0,23.0,9,-0.35,-0.85,-0.2,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,68.0
0.1,0.4,0.8,0.3,0.2,0.7,0.5,0.1,0.6,0.6,0.4,0.7,0.9,0.4,0.7,2.9,0.0,0.6,0.3,24.0,8,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,-0.95,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,68.0
0.8,0.1,0.5,0.2,0.5,0.3,0.4,0.2,0.3,0.1,0.3,0.5,0.7,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,0.25,0.25,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,76.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.2,0.3,0.9,0.2,0.4,0.7,2.9,0.0,0.2,0.2,29.0,9,0.5,0.25,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,79.0
0.8,0.1,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,64.0
0.8,0.1,0.5,0.2,0.5,0.3,0.4,0.2,0.3,0.1,0.3,0.5,0.2,0.0,0.2,1.5,0.0,0.3,0.9,27.0,3,0.75,-0.3,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,77.0
0.1,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,42.0,8,0.5,0.25,-0.35,0.8,-1.0,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,74.0
0.4,0.6,0.5,0.5,0.2,0.7,1.0,0.1,0.8,0.7,0.0,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.2,29.0,9,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,66.0
0.8,0.1,0.5,0.2,0.5,0.3,0.4,0.2,0.3,0.1,0.3,0.5,0.7,1.0,0.6,1.8,0.4,0.7,0.8,27.0,2,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,75.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.9,0.2,0.0,0.2,1.8,0.4,0.7,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,71.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.2,0.3,0.9,0.7,1.0,0.6,1.8,0.4,0.7,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,-0.15,-0.05,-0.85,0.4,87.0
0.0,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.6,1.0,23.0,9,0.5,0.25,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,74.0
0.0,0.0,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.7,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,74.0
0.1,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.5,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,62.0
0.0,0.0,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,-0.2,-0.75,-0.2,-0.75,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,69.0
0.0,0.0,0.5,0.2,0.3,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.6,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,62.0
0.1,0.4,0.8,0.3,0.2,0.5,1.0,0.5,0.9,0.6,0.4,0.7,0.9,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,-0.15,-0.05,-0.85,0.4,69.0
0.1,0.0,0.5,0.2,0.3,0.3,0.4,0.2,0.3,0.1,0.3,0.5,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,73.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.2,29.0,9,-0.15,-1.0,-0.35,0.0,0.8,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,80.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,-0.15,-0.05,-0.85,0.4,69.0
0.8,0.1,0.4,0.3,0.6,0.5,1.0,0.1,0.8,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,-0.2,-0.75,-0.2,-0.75,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,88.0
0.2,0.9,0.5,0.2,0.5,0.3,0.4,0.2,0.3,0.1,0.3,0.5,0.7,1.0,0.6,1.8,0.4,0.7,0.8,27.0,2,-0.15,-1.0,-0.35,0.0,0.8,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,86.0
0.1,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.9,47.0,6,-0.4,-0.25,-0.7,-0.6,0.4,0.0,0.95,0.2,-0.15,-0.3,-0.65,0.75,0.8,-0.2,0.15,-0.75,0.0,75.0
0.0,0.0,0.5,0.2,0.6,0.5,1.0,0.5,0.9,0.6,0.4,0.7,0.9,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,66.0
0.0,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.6,1.0,23.0,9,0.75,-0.3,-0.55,0.2,-0.05,0.5,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,56.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.2,0.3,0.9,0.9,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,-1.0,-0.35,0.0,0.8,0.6,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,-0.15,-0.05,-0.85,0.4,70.0
0.8,0.1,0.5,0.2,0.5,0.3,0.4,0.2,0.3,0.1,0.3,0.5,0.7,1.0,0.6,1.8,0.4,0.6,1.0,23.0,9,-0.35,-0.85,-0.2,0.2,-0.05,0.5,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,88.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,24.0,8,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,-0.95,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,68.0
0.8,0.1,0.5,0.2,0.5,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.6,1.0,23.0,9,-0.35,-0.85,-0.2,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,64.0
0.0,0.0,0.5,0.2,0.6,0.5,1.0,0.5,0.9,0.6,0.4,0.7,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,0.75,-0.3,-0.55,0.2,-0.05,0.5,0.15,-0.25,0.25,0.65,-0.45,0.05,0.55,0.7,-0.05,-0.55,0.7,78.0
0.0,0.0,0.5,0.2,0.3,0.2,0.9,0.1,0.8,0.2,0.3,0.9,0.4,0.4,0.7,2.9,0.0,0.6,1.0,23.0,9,-0.35,-0.85,-0.2,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,81.0
0.0,0.0,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,42.0,8,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,64.0
0.8,0.1,0.5,0.2,0.5,0.3,0.4,0.2,0.3,0.1,0.3,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.3,42.0,8,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,80.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.2,0.3,0.9,0.2,0.0,0.2,1.5,0.0,0.3,0.9,60.0,3,-0.35,-0.85,-0.2,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,65.0
0.0,0.0,0.5,0.2,0.6,0.7,0.5,0.1,0.6,0.6,0.4,0.7,0.9,0.4,0.7,2.9,0.0,0.6,0.3,24.0,8,0.5,0.25,0.25,0.8,-1.0,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,67.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.2,0.2,29.0,9,-0.35,-0.85,-0.2,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,64.0
0.8,0.1,0.5,0.2,0.5,0.3,0.4,0.2,0.3,0.1,0.3,0.5,0.7,1.0,0.6,1.8,0.4,0.7,0.8,27.0,9,-0.15,-1.0,-0.35,0.0,0.8,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,78.0
0.2,0.9,0.4,0.3,0.6,0.5,1.0,0.5,0.9,0.5,0.2,0.2,0.4,0.4,0.7,2.9,0.0,0.6,1.0,23.0,9,0.5,-0.85,-0.2,-0.8,-0.8,0.55,0.05,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,80.0
