coeff_autre_moyenne,coeff_autre_sociale_et,coeff_amis_moyenne,coeff_amis_et,influence_sociale_moyenne,influence_sociale_et,influence_env_moyenne,influence_env_et,delta_moyenne,delat_et,choix_personnel_moyenne,choix_personnel_et,proba_depassement1point,proba_manque1point,proba_depassement2points,force_perception_plat,proba_autre_entree,proba_autre_dessert,proba_encore,temps_entre_groupes,seuil_influence_etudiant_queue,Charcuterie_correction,Crudites_correction,Entree_poisson_correction,Salade_feculents_correction,Viande___correction,Pizza_correction,Accompagnement___correction,Accompagnement_correction,Viande_correction,Poisson_correction,Vege_correction,Fruit_correction,Produit_laitier_correction,Creme_dessert_correction,Fruits_gourmands_correction,Dessert_gourmand_correction,Fromage_correction,fitness
0.4,0.6,0.5,0.4,0.0,0.9,0.9,0.1,0.7,0.6,0.7,0.0,0.7,0.7,1.0,2.9,0.5,0.2,0.7,49.0,4,-0.65,-0.75,-0.55,0.95,-0.25,-0.45,-0.45,-0.6,-0.4,-0.65,0.05,0.2,-0.5,-0.55,-0.9,0.35,0.75,109.0
0.8,0.8,1.0,0.4,0.6,0.8,0.2,0.4,0.5,0.0,0.4,0.4,1.0,0.6,0.9,2.5,0.7,0.5,0.5,25.0,3,-0.6,0.15,0.5,-0.9,0.75,0.3,-1.0,0.6,-0.65,-0.1,0.4,0.8,0.55,-0.85,0.65,-0.6,0.7,118.0
0.8,0.8,0.6,1.0,0.7,0.2,0.2,0.9,0.9,0.6,0.6,0.8,0.9,0.3,0.8,1.8,0.1,0.9,0.6,15.0,3,0.4,-0.8,-0.7,-0.35,0.05,0.1,-0.65,0.6,0.9,-0.6,-0.15,0.4,0.2,0.75,0.55,0.95,0.3,141.0
0.3,0.1,0.4,0.9,0.9,0.3,0.5,0.3,0.6,0.2,0.0,0.2,0.3,0.8,0.2,1.1,0.9,0.2,0.6,50.0,1,-0.85,0.6,0.65,-0.45,0.9,0.55,-0.55,0.6,-0.3,0.0,0.75,-0.05,0.55,-0.65,0.05,0.0,0.55,97.0
0.9,0.9,0.2,0.1,0.2,0.3,0.2,0.3,0.4,0.1,0.9,0.2,0.8,1.0,0.6,2.5,1.0,0.3,0.2,38.0,3,0.05,-1.0,-0.05,-0.85,-0.95,-0.85,0.3,-0.55,0.35,-0.65,0.85,-0.85,0.55,-0.05,-0.6,-0.25,0.8,118.0
0.0,0.2,0.5,0.2,1.0,0.3,0.4,0.2,0.6,0.9,0.8,0.6,0.7,0.6,0.6,0.1,0.2,0.2,0.8,29.0,3,-0.9,0.9,1.0,-0.8,-0.75,-0.15,-0.65,0.7,-0.95,0.85,-0.2,-0.05,0.65,-0.8,0.95,0.9,-0.9,140.0
0.3,0.8,0.8,0.3,0.0,0.1,0.6,0.7,0.1,0.1,0.1,0.0,0.3,0.6,0.1,1.5,0.3,0.2,0.3,60.0,7,0.4,-0.55,0.6,0.8,-1.0,-0.1,0.45,0.15,0.65,0.5,0.1,1.0,0.85,0.7,-0.05,-0.55,0.7,76.0
1.0,0.9,0.2,0.9,0.1,0.1,0.0,0.6,0.9,0.8,0.1,0.1,0.0,0.8,0.2,2.4,0.9,0.4,0.1,21.0,4,0.6,0.2,0.05,0.5,0.2,-0.35,0.25,0.9,-0.9,-0.8,0.6,0.0,0.65,0.3,1.0,-0.6,0.1,101.0
0.2,0.8,0.6,0.0,0.6,1.0,1.0,0.4,0.2,0.6,0.8,0.1,0.5,0.3,0.8,2.6,0.7,0.2,0.8,50.0,9,-0.25,0.4,0.6,-0.2,-0.05,-0.65,0.1,-0.95,0.4,-0.5,0.4,-0.7,-0.55,-0.55,0.95,-0.6,0.5,146.0
0.3,0.5,0.6,0.5,0.5,0.6,0.9,0.1,0.5,0.5,0.8,0.9,0.9,0.8,1.0,0.0,0.6,0.4,0.5,27.0,8,0.0,-0.4,0.8,-0.8,-0.8,-0.4,-0.25,-0.85,-0.65,0.3,0.55,0.2,-0.75,0.65,-0.5,-0.1,0.95,105.0
0.8,0.6,0.1,0.3,0.1,0.6,0.2,0.2,0.2,0.6,0.5,0.7,1.0,0.8,0.4,2.5,0.9,1.0,0.1,45.0,4,-0.65,0.9,0.8,-0.25,-0.5,1.0,0.55,0.4,-0.55,0.1,0.05,-0.8,0.15,0.7,-0.95,-0.25,0.7,133.0
0.6,0.6,0.2,0.9,0.8,0.8,0.2,0.7,0.9,0.7,0.6,0.4,0.7,0.7,0.4,2.2,0.4,0.5,0.3,55.0,5,0.45,-0.25,-0.7,-0.6,0.4,0.0,0.95,0.2,-0.15,-0.3,-0.65,0.75,0.8,-0.2,0.15,-0.85,0.4,74.0
1.0,0.3,0.9,0.2,0.0,0.8,0.6,0.2,0.9,0.2,0.1,0.8,0.6,0.1,0.7,0.4,0.4,0.2,0.2,17.0,10,-0.6,-0.4,0.1,-0.05,-0.85,0.5,0.15,0.75,0.4,-0.1,0.45,0.2,-0.25,-0.65,0.9,0.85,0.3,109.0
0.2,0.0,0.7,0.2,0.3,0.8,0.8,0.8,0.2,0.8,0.3,0.7,0.4,0.6,0.5,0.0,0.5,0.7,0.5,16.0,5,-0.05,0.8,-0.95,0.4,-0.65,0.45,-0.6,0.05,-0.5,-0.8,-0.85,-0.65,0.65,0.9,-0.75,0.9,0.6,114.0
0.1,0.2,0.8,0.9,1.0,0.2,0.4,0.7,0.3,0.0,0.9,0.5,0.1,0.1,0.9,2.6,0.1,0.6,0.2,48.0,7,0.9,-0.3,0.55,1.0,0.75,0.95,0.05,-0.45,-0.9,-0.7,-0.65,-0.15,0.65,0.7,-0.35,0.1,0.2,105.0
0.5,0.5,0.6,0.7,0.6,0.6,0.1,0.8,0.4,0.5,0.9,0.7,1.0,0.0,0.1,0.3,0.3,0.2,0.7,55.0,3,0.7,0.3,-0.15,0.55,0.85,-0.15,0.05,-0.55,-0.15,-0.75,0.95,-0.05,0.1,0.7,-0.75,-0.05,-0.15,148.0
0.3,0.1,0.8,0.3,0.1,0.9,0.9,0.2,0.3,0.3,0.9,0.3,0.1,0.1,0.7,1.0,1.0,0.1,0.1,17.0,9,-0.2,-0.8,-0.5,-0.65,0.85,0.65,-0.15,0.45,0.7,-0.25,-0.7,0.05,-0.4,0.55,0.8,-0.2,0.05,139.0
0.6,0.7,0.1,0.5,0.9,1.0,0.0,1.0,0.2,1.0,0.7,1.0,0.7,0.9,0.2,1.9,0.1,0.4,0.5,29.0,1,0.15,0.95,0.65,0.3,0.05,0.45,0.25,-0.7,-0.3,-0.8,1.0,-0.05,0.9,-0.25,0.9,0.8,0.3,147.0
0.0,0.1,0.4,0.7,0.1,1.0,0.7,0.2,1.0,0.3,0.7,0.2,0.3,0.7,0.3,2.5,0.1,1.0,0.5,37.0,10,-0.45,-0.7,1.0,-0.2,0.45,0.3,0.35,0.5,0.65,0.45,0.6,0.25,-0.85,0.05,0.2,0.6,0.4,121.0
0.4,0.4,0.8,0.6,0.2,0.8,0.8,0.5,0.1,0.2,0.6,0.1,0.1,0.5,0.2,0.2,0.3,0.5,0.3,36.0,8,-0.3,0.95,0.5,-0.25,0.4,-0.1,0.2,0.2,0.15,0.8,-0.15,0.9,0.6,-0.5,0.1,0.35,-0.85,138.0
0.1,0.4,0.1,0.7,0.3,0.6,0.9,0.3,0.1,0.2,0.9,0.3,0.1,0.9,0.7,2.6,0.8,1.0,0.1,18.0,3,0.45,0.95,0.4,0.55,-0.3,-0.85,0.05,0.15,-0.85,0.05,-0.8,-0.8,0.4,0.45,0.0,0.8,-0.7,126.0
0.7,0.5,0.6,0.3,0.5,0.3,0.4,0.3,0.9,0.1,0.8,0.6,0.9,0.2,0.6,2.9,0.0,0.6,1.0,23.0,9,-0.35,-0.85,-0.2,-0.8,-0.8,0.55,0.05,-0.9,0.4,-0.3,0.8,0.65,1.0,0.8,-0.05,0.75,-0.6,94.0
0.5,0.7,0.6,0.7,0.6,0.0,0.6,0.9,0.9,1.0,0.2,0.2,0.5,0.8,0.2,2.4,0.8,0.3,0.8,21.0,3,1.0,0.95,0.6,-0.9,-0.55,0.2,-0.8,0.2,-0.35,0.7,0.4,-0.45,-0.2,-0.55,0.45,-0.25,-0.2,115.0
0.5,0.2,0.2,0.1,0.9,1.0,0.6,0.8,0.6,0.7,0.3,0.7,0.5,0.8,0.3,2.4,0.6,0.5,0.6,49.0,8,-0.15,0.15,-0.95,-0.35,-0.45,0.25,-0.35,0.7,0.8,-0.6,-0.7,0.1,-0.45,-0.2,0.65,0.75,-0.6,134.0
0.9,0.4,0.2,0.7,0.9,0.9,0.6,0.7,0.0,1.0,0.6,1.0,0.5,0.7,0.5,0.4,0.5,0.2,0.2,52.0,6,-0.5,-0.3,0.4,-0.65,-0.9,0.15,-0.85,-0.6,-0.2,0.95,0.8,-0.1,-0.05,-0.1,-0.55,-0.05,0.45,110.0
0.6,0.7,1.0,0.3,0.5,0.3,0.7,0.2,0.0,0.9,0.7,0.3,0.5,0.0,0.1,1.5,0.5,0.3,0.8,32.0,10,0.55,0.85,0.85,-0.3,-0.65,-0.4,0.7,-0.85,-0.3,0.65,-0.95,0.95,-0.25,-0.8,-0.65,-0.05,-0.8,135.0
0.6,0.5,0.2,0.4,0.6,0.0,0.4,0.0,0.4,0.3,0.1,0.4,0.0,0.6,0.2,2.5,0.3,0.2,0.2,22.0,2,0.9,0.85,0.3,0.0,0.8,0.25,-0.5,-0.3,0.3,-0.45,0.75,-0.5,0.9,-0.5,-0.1,-0.9,0.85,80.0
0.2,0.2,0.4,0.9,0.7,0.7,0.7,0.1,0.3,0.4,0.9,0.0,0.5,0.1,0.7,1.0,0.6,0.4,0.6,25.0,2,-1.0,0.8,0.15,-0.85,-0.55,-0.8,0.65,-0.7,-0.9,-0.45,0.5,0.75,-0.05,0.4,-0.65,-0.05,0.0,144.0
0.6,0.7,0.3,0.0,1.0,0.8,0.2,0.4,0.0,0.9,0.3,0.1,0.5,0.3,0.5,0.6,0.6,0.5,0.1,35.0,10,0.6,0.6,0.45,-0.45,-0.15,-0.5,-0.95,0.9,0.3,-0.15,-0.85,0.05,0.6,-0.35,0.8,0.55,-0.3,160.0
0.1,0.5,0.2,0.1,0.5,0.4,0.6,0.2,0.1,0.9,1.0,0.3,0.6,0.8,0.9,2.0,1.0,0.8,0.3,56.0,3,-0.35,-0.95,0.25,0.35,-0.35,-0.6,0.6,0.15,0.6,0.2,0.75,1.0,-0.35,0.35,-0.75,0.45,-0.9,142.0
0.3,0.5,0.3,0.9,0.3,0.5,0.6,0.5,1.0,1.0,0.7,0.9,0.3,0.6,0.4,0.0,0.4,0.8,0.6,30.0,6,0.75,-0.1,0.0,0.55,-0.45,0.05,0.65,0.05,0.8,0.05,-0.75,-0.1,0.3,-0.4,-0.85,-0.15,-0.15,103.0
0.4,0.6,0.0,0.7,1.0,0.9,0.3,0.4,0.0,0.6,0.6,0.7,0.2,0.6,0.8,1.2,0.8,0.2,0.8,52.0,1,0.7,0.6,0.9,0.55,0.2,0.35,-0.25,-0.25,-0.8,0.25,0.0,-0.1,0.9,0.1,0.85,-0.4,0.0,115.0
0.8,0.2,0.2,0.1,0.2,0.3,0.9,0.3,1.0,1.0,0.3,0.1,0.7,0.1,0.3,2.8,0.4,0.9,0.4,41.0,8,0.55,0.8,-0.65,0.9,0.25,0.95,0.2,0.9,-0.7,-0.65,0.8,-0.25,0.2,0.6,0.6,0.0,-0.4,104.0
0.8,1.0,0.9,0.6,0.0,0.7,1.0,0.3,0.3,0.4,0.7,0.0,0.7,0.5,1.0,0.4,0.4,0.1,0.3,57.0,6,0.65,0.9,0.3,0.75,-0.1,-0.35,0.25,-0.55,-0.85,0.6,0.25,-0.05,0.3,-0.8,0.95,-0.2,-0.85,126.0
0.8,0.1,0.8,0.1,0.8,0.1,0.8,0.4,0.3,0.6,0.9,0.1,0.1,0.3,0.4,0.8,0.1,0.9,0.6,21.0,4,-0.75,-0.4,-0.7,-0.05,-0.75,0.85,-0.25,0.45,0.6,0.0,0.95,-0.55,0.65,0.7,0.4,-0.6,-0.25,119.0
0.7,0.8,0.4,0.3,0.2,0.9,0.7,0.4,0.7,0.3,0.4,0.5,0.8,0.2,0.3,1.8,0.3,0.5,0.3,44.0,3,0.05,-0.9,-0.55,0.45,-0.7,0.8,0.2,0.8,-0.5,0.65,-0.15,0.35,0.2,-0.95,-0.95,0.2,-0.4,92.0
0.4,0.4,0.1,0.7,0.6,0.6,1.0,0.7,0.8,0.2,0.6,1.0,0.1,0.5,0.0,1.2,0.3,0.1,0.9,42.0,3,0.8,-0.95,-0.85,0.0,-0.8,0.65,0.55,0.0,-0.95,0.75,-0.55,-0.6,0.8,0.5,-0.95,0.05,0.9,98.0
0.8,0.9,0.4,0.5,0.1,0.8,0.2,0.2,0.0,0.8,0.3,1.0,0.0,0.4,0.6,0.8,0.6,0.2,0.3,45.0,10,-0.8,-0.4,0.3,0.4,-0.65,-0.9,0.8,0.6,-1.0,0.55,-0.9,0.25,0.6,0.75,0.45,0.85,0.3,114.0
0.0,0.1,0.8,0.9,0.7,0.3,0.8,0.6,0.2,0.1,0.6,0.4,0.6,0.5,0.3,2.4,0.6,0.5,0.0,40.0,7,0.3,-0.6,-0.55,-0.65,0.9,0.95,-0.05,0.75,0.35,-0.85,-0.9,0.85,-0.55,0.6,-0.9,-0.55,0.95,107.0
0.3,0.8,0.8,0.7,0.7,0.3,0.5,1.0,1.0,0.4,0.5,0.5,0.9,0.6,0.0,1.0,0.4,0.2,0.1,25.0,5,0.1,0.1,-0.85,0.8,-0.45,-0.45,0.3,1.0,-0.8,0.75,-0.25,0.95,0.15,-0.85,-0.9,-0.3,0.1,96.0
0.6,0.5,0.7,0.8,0.7,0.0,0.6,0.2,0.2,0.1,0.5,0.8,1.0,0.8,0.8,0.3,0.4,0.8,0.3,47.0,7,0.9,0.2,-0.5,0.55,-0.25,-0.85,0.95,0.5,0.45,-0.75,0.85,-0.5,-0.3,-0.45,-0.65,-0.15,-0.75,105.0
0.3,0.1,0.8,0.4,0.1,0.5,0.6,0.7,0.8,0.4,0.9,0.3,0.2,0.7,0.8,1.0,0.5,0.1,0.9,14.0,2,-0.3,0.8,0.25,-0.1,-1.0,-0.1,0.6,-0.15,0.45,0.85,-1.0,0.45,-0.35,-0.2,0.2,-0.45,0.1,110.0
1.0,0.3,1.0,0.7,0.4,0.0,0.0,0.8,0.2,0.1,0.8,0.6,0.7,0.0,0.2,2.3,0.2,0.9,0.8,16.0,4,-0.05,0.9,0.5,1.0,-0.25,0.35,-0.35,0.2,-0.85,-0.7,0.6,0.65,-0.8,0.65,0.15,0.75,0.95,170.0
0.1,0.3,0.6,0.9,0.5,1.0,0.1,0.9,0.7,0.1,0.9,0.9,0.8,0.9,0.8,2.8,0.6,0.1,0.5,34.0,9,0.35,-0.5,-0.05,0.0,-0.75,-0.05,-0.25,-0.45,-0.2,0.05,0.35,-0.45,-0.35,0.2,0.45,0.65,-0.15,150.0
0.1,0.5,1.0,0.2,0.9,0.7,0.9,0.4,0.6,0.3,0.8,0.1,0.7,0.2,0.4,1.2,0.7,0.5,0.0,49.0,1,0.05,0.0,0.2,0.5,-0.5,-0.7,-0.15,0.85,-0.7,-0.9,-0.25,0.55,0.7,0.0,-0.25,0.9,0.25,106.0
0.7,0.5,0.2,0.4,0.2,0.2,0.3,0.5,0.1,0.1,0.6,0.3,0.6,0.4,0.1,2.4,0.7,0.6,0.9,26.0,9,0.9,0.6,0.6,0.45,-0.75,-0.3,-0.85,0.35,-0.7,0.55,0.55,0.9,-0.25,-0.9,-0.55,0.55,-0.3,141.0
0.6,0.5,0.6,0.2,0.8,0.4,0.4,0.1,0.9,0.8,0.9,0.8,0.8,1.0,0.4,0.5,1.0,0.4,0.2,23.0,10,0.6,0.65,0.0,0.3,0.9,0.5,0.45,-0.9,0.75,-0.25,0.65,0.4,0.45,0.3,0.0,-0.55,-0.75,109.0
0.0,0.9,0.7,0.4,1.0,0.4,0.7,0.4,1.0,0.7,0.1,0.2,0.9,0.8,0.8,2.9,0.7,1.0,1.0,15.0,1,-0.8,0.8,0.0,-0.15,0.2,0.55,-0.3,0.0,-0.7,0.7,0.6,-0.75,0.65,0.0,0.1,0.2,0.05,95.0
0.3,0.2,0.3,0.5,0.0,0.4,0.8,0.4,0.5,0.6,1.0,0.4,0.9,0.7,0.7,2.0,0.5,0.6,0.1,58.0,4,0.0,-0.2,0.05,-0.4,0.1,0.05,-1.0,-0.25,0.7,0.75,-0.15,0.65,0.1,-0.8,0.65,0.5,0.3,100.0
0.1,0.5,0.4,0.9,0.2,0.1,0.9,0.3,0.0,0.3,0.8,0.0,0.8,0.0,0.0,2.4,0.9,0.7,0.2,44.0,5,-0.45,-0.25,0.5,0.4,0.85,0.95,-0.75,-0.55,0.0,-0.9,-0.9,-0.6,0.45,-0.4,-0.15,-0.5,-0.9,146.0
0.3,0.2,0.0,0.0,0.4,0.2,0.7,0.1,0.2,0.4,0.7,0.1,0.3,0.6,0.8,2.7,0.3,0.3,0.6,59.0,7,-0.45,0.55,-0.5,0.75,-0.1,-0.85,-0.3,-0.5,-0.8,0.1,0.6,0.2,0.2,0.1,0.35,-0.9,0.5,92.0
0.5,0.6,0.2,0.2,0.3,0.9,0.1,0.5,0.3,0.6,0.1,0.2,0.8,0.9,0.7,0.8,0.9,0.4,0.3,47.0,4,0.05,0.2,-0.5,0.05,-0.45,-0.9,-0.15,-0.9,-0.3,-1.0,-0.7,-0.2,-0.15,0.95,0.05,-0.4,1.0,123.0
0.3,0.4,0.6,0.6,0.2,0.2,0.6,0.7,0.4,0.2,0.3,0.7,0.0,0.5,0.6,1.7,1.0,0.9,0.4,22.0,5,0.55,-0.25,-0.5,-0.5,-0.75,-0.25,0.5,0.45,0.05,0.4,-0.5,-0.7,0.4,0.55,-0.65,0.25,-0.8,105.0
0.0,0.9,0.2,0.1,0.2,1.0,0.7,0.2,0.3,0.4,0.9,0.2,0.9,0.2,0.2,2.2,0.2,0.7,0.5,30.0,6,0.65,0.15,0.5,0.75,0.15,-0.65,0.0,-0.45,0.85,-0.1,0.35,0.5,-0.5,0.5,0.2,0.4,-0.45,117.0
0.9,0.6,0.8,0.5,0.7,0.7,0.7,0.3,0.8,0.9,0.1,0.7,0.9,0.8,0.9,0.7,0.7,0.2,0.5,41.0,6,0.9,0.15,0.35,0.3,-0.25,-0.95,-0.85,-0.1,0.0,-0.05,0.2,0.7,-0.65,0.55,-0.75,0.5,-0.7,83.0
0.8,0.5,0.8,0.4,0.8,0.7,0.8,0.1,0.7,0.4,1.0,0.7,0.5,0.2,0.6,2.5,0.4,0.1,0.3,18.0,2,-0.6,-1.0,0.85,0.8,0.05,-0.75,-0.65,-0.2,0.75,-0.75,-0.9,-0.3,0.15,0.0,-0.9,0.1,0.25,118.0
0.5,0.9,0.3,1.0,0.7,0.8,0.4,1.0,0.4,0.4,0.5,0.7,0.3,0.4,0.2,0.7,0.3,0.6,0.8,47.0,6,-0.65,0.05,-0.4,-0.1,0.05,0.75,-0.6,0.2,-0.15,-0.35,-0.95,0.9,0.0,-0.85,0.55,0.45,-0.55,121.0
0.2,0.4,0.3,0.2,0.9,0.7,1.0,0.7,0.8,0.7,0.8,0.8,0.5,0.3,0.7,2.2,0.7,0.7,0.8,38.0,2,-0.25,-0.2,0.8,0.75,0.85,0.8,0.0,0.15,-0.15,1.0,0.3,0.65,-0.35,-0.9,-0.55,0.4,-0.3,133.0
0.2,1.0,0.1,0.9,0.8,0.7,0.7,0.3,0.2,0.8,0.2,0.2,0.4,1.0,0.6,1.2,0.4,1.0,0.3,54.0,7,0.75,0.25,0.05,0.5,-0.1,0.2,-0.1,0.4,-0.05,0.0,-0.7,-0.5,-0.05,0.1,0.3,0.15,0.4,76.0
0.2,0.9,0.2,0.8,0.5,0.2,0.1,0.7,0.3,0.1,0.8,0.8,0.7,0.2,0.5,2.6,0.8,0.4,0.3,32.0,3,-0.3,0.85,0.5,0.9,-0.85,-0.15,-0.9,-0.95,0.7,0.65,-0.8,0.95,0.1,-0.55,-0.2,-0.95,-0.9,133.0
0.6,0.1,0.5,0.1,0.4,0.3,0.9,0.6,0.4,0.0,0.2,0.5,0.8,0.2,0.6,0.2,0.9,0.5,0.9,52.0,4,0.1,-0.05,0.2,-0.5,0.55,0.4,0.1,-0.25,0.95,0.45,-0.7,0.95,-0.4,-0.95,-0.7,-0.55,0.95,102.0
0.5,0.2,1.0,0.4,0.5,0.2,0.2,0.5,0.1,0.5,0.6,0.1,0.2,0.3,0.7,2.8,0.7,1.0,0.2,47.0,10,0.0,0.6,0.8,-0.3,0.5,0.65,-0.35,-0.3,0.45,-0.75,0.35,0.5,0.65,-0.85,-0.6,-0.4,0.9,130.0
0.8,0.7,0.8,0.2,0.6,0.2,0.1,0.2,0.0,0.4,0.3,0.1,0.3,0.2,0.0,1.7,0.3,0.0,0.8,31.0,6,0.65,0.4,-0.75,0.2,0.75,-0.4,-0.7,0.25,-0.2,0.65,0.8,-0.7,-0.65,-0.05,0.3,-0.7,-0.35,131.0
0.9,0.3,0.7,0.4,0.3,0.0,0.7,0.5,0.2,0.6,0.9,0.5,0.2,0.3,0.2,1.8,0.8,0.5,0.0,59.0,6,0.85,-0.1,0.1,0.2,-0.5,0.4,0.85,-0.05,-0.5,-0.1,0.4,0.8,0.75,-0.75,-0.65,-0.05,-0.55,118.0
0.5,0.5,0.2,0.3,0.7,0.5,0.7,0.1,0.0,1.0,0.3,0.1,1.0,0.3,0.7,1.3,0.9,0.5,0.8,43.0,3,-0.6,-0.95,-0.7,0.25,0.05,-0.9,0.55,0.75,0.3,0.6,-0.35,0.1,0.15,0.55,-0.15,0.1,-0.85,103.0
0.2,0.7,0.0,0.2,0.9,0.6,0.7,0.1,0.7,0.3,0.1,0.2,0.4,0.1,1.0,1.4,0.6,0.1,0.2,34.0,10,1.0,0.2,0.4,0.25,0.45,-0.25,-0.8,0.5,0.3,0.3,0.9,-0.95,0.35,0.45,-0.3,-0.35,-0.2,105.0
0.8,0.3,0.9,0.9,0.0,0.9,0.2,0.6,0.2,0.6,0.1,0.1,0.6,0.3,0.7,1.6,0.1,0.5,0.2,15.0,7,0.05,-0.75,-0.5,-0.3,-1.0,-0.05,0.35,-0.2,0.55,0.15,-0.85,0.7,-0.95,-0.8,-0.95,-0.3,0.7,110.0
0.6,1.0,0.3,0.5,0.7,0.9,0.8,0.4,0.1,0.2,0.8,0.5,0.5,0.4,0.7,1.7,0.6,0.3,0.8,34.0,2,-0.2,0.35,0.65,0.05,0.15,-0.25,0.1,0.7,-0.85,0.8,-0.4,0.2,0.55,0.3,0.45,0.15,-0.3,124.0
0.7,0.7,0.9,0.2,0.4,0.7,0.3,0.2,0.1,0.5,0.9,0.6,0.1,0.8,0.5,2.5,0.7,1.0,0.4,52.0,3,0.7,0.6,0.3,-0.3,0.75,-0.15,0.0,-0.35,0.35,-0.85,-0.05,-0.2,0.3,-0.4,0.45,0.25,-0.45,143.0
0.4,0.8,0.6,0.3,0.1,0.1,0.2,0.6,0.6,0.8,0.6,0.8,0.7,0.3,0.2,0.1,0.1,0.6,0.5,40.0,10,0.05,-0.55,0.05,-0.9,0.0,-0.1,-0.3,-0.95,-0.65,-0.2,-0.55,0.65,-0.45,0.05,-0.55,-0.7,0.6,126.0
