coeff_autre_moyenne,coeff_autre_sociale_et,coeff_amis_moyenne,coeff_amis_et,influence_sociale_moyenne,influence_sociale_et,influence_env_moyenne,influence_env_et,delta_moyenne,delat_et,choix_personnel_moyenne,choix_personnel_et,proba_depassement1point,proba_manque1point,proba_depassement2points,force_perception_plat,proba_autre_entree,proba_autre_dessert,proba_encore,temps_entre_groupes,seuil_influence_etudiant_queue,Charcuterie_correction,Crudites_correction,Entree_poisson_correction,Salade_feculents_correction,Viande___correction,Pizza_correction,Accompagnement___correction,Accompagnement_correction,Viande_correction,Poisson_correction,Vege_correction,Fruit_correction,Produit_laitier_correction,Creme_dessert_correction,Fruits_gourmands_correction,Dessert_gourmand_correction,Fromage_correction,fitness
0.5,1.0,0.5,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,153.0
0.7,1.0,0.0,0.5,0.9,0.9,0.5,0.3,0.9,0.2,0.5,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,199.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.9,193.0
0.5,1.0,0.5,0.5,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,160.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.5,0.15,173.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,1,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,170.0
0.7,1.0,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.2,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.9,-0.9,-0.6,0.65,-0.9,0.25,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,186.0
0.0,0.6,0.5,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.6,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,190.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,185.0
0.7,1.0,0.0,0.5,0.9,0.9,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,186.0
0.5,1.0,0.4,0.0,0.1,0.6,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.2,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.7,-0.9,-0.6,0.65,-0.9,0.25,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,189.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.6,0.5,0.9,0.0,1.0,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.8,-0.5,0.6,0.15,176.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,211.0
0.5,1.0,0.5,0.0,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,197.0
0.0,0.6,0.5,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.85,-0.65,0.85,-0.75,-0.3,-0.95,0.85,-0.55,-0.5,0.6,0.15,179.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,196.0
0.4,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,205.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.6,0.5,0.9,0.0,1.0,0.0,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,177.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,189.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,1,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,179.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,195.0
0.4,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.6,0.5,0.9,0.0,1.0,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,178.0
0.7,1.0,0.2,0.5,0.9,0.9,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,181.0
0.4,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,188.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,9,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,229.0
0.5,1.0,0.5,0.5,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,18.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,188.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,9,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,220.0
0.4,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,6,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,196.0
0.7,1.0,0.0,0.5,0.9,0.9,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,197.0
0.7,1.0,0.2,0.5,0.9,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,205.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.6,0.5,0.9,0.0,1.0,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,173.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,149.0
0.5,1.0,0.5,0.0,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,193.0
0.0,0.6,0.5,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,192.0
0.5,1.0,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,180.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.2,1.5,0.0,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,192.0
0.5,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,175.0
0.7,1.0,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,1,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,168.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.4,0.7,0.8,0.9,0.6,0.5,0.9,0.0,1.0,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,153.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,171.0
0.5,1.0,0.5,0.5,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.8,18.0,1,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,174.0
0.5,0.6,0.5,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.9,204.0
0.4,0.9,0.3,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.75,-0.3,-0.95,0.85,-0.55,-0.5,0.6,0.15,199.0
0.5,1.0,0.5,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,18.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,184.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,2.8,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,202.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.8,18.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,164.0
0.0,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.85,-0.65,0.85,-0.75,-0.3,-0.95,0.85,-0.55,-0.5,0.6,0.15,164.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.85,-0.65,0.85,-0.75,-0.3,-0.95,0.85,-0.55,-0.5,0.6,-0.45,184.0
0.5,1.0,0.5,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.8,-0.5,0.6,0.15,178.0
0.4,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.85,-0.65,0.85,-0.75,-0.3,-0.95,0.85,-0.55,-0.5,0.6,0.15,198.0
0.5,0.4,0.5,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,198.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,9,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,194.0
0.5,0.4,0.0,0.5,0.9,0.9,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,201.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,0.1,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,167.0
0.5,1.0,0.5,0.5,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.3,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,187.0
0.7,1.0,0.0,0.5,0.9,0.9,0.6,0.1,0.8,0.3,0.6,0.6,0.5,0.6,0.6,0.6,0.2,0.1,0.0,20.0,7,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,186.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.9,160.0
0.1,0.1,0.7,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.7,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.9,185.0
0.7,1.0,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.8,-0.5,0.6,0.15,182.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.4,0.7,0.8,0.9,0.6,0.5,0.9,0.0,1.0,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,168.0
0.5,1.0,0.5,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.5,0.0,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,188.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.2,2.8,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,212.0
0.7,1.0,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,1,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,173.0
0.1,0.1,0.7,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.5,0.6,0.5,0.9,0.2,2.8,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,182.0
0.0,0.6,0.5,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.8,-0.15,0.8,0.9,203.0
0.0,0.6,0.5,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,210.0
0.0,0.6,0.5,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.0,0.2,1.5,0.2,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.7,-0.9,-0.6,0.65,-0.9,0.25,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,180.0
0.0,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,166.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.9,182.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,9,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.65,-0.75,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,181.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,9,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.5,0.6,0.15,214.0
0.0,0.6,0.5,0.5,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,0.1,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,176.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.9,0.2,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.7,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,165.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.0,1.0,1.0,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,226.0
0.5,1.0,0.5,0.5,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.85,-0.65,0.85,-0.75,-0.3,-0.95,0.85,-0.55,-0.5,0.6,0.15,187.0
0.5,1.0,0.5,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.8,-0.5,0.6,0.15,169.0
0.7,1.0,0.2,0.5,0.9,0.9,0.6,0.4,0.8,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,1,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,156.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.2,0.6,0.3,0.6,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,202.0
0.5,1.0,0.5,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,7,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,184.0
0.5,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.8,0.2,0.5,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,188.0
0.5,1.0,0.5,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.2,-0.35,0.9,-0.7,-0.3,-0.95,0.85,-0.55,-0.5,0.6,0.15,199.0
0.7,1.0,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.3,0.6,0.6,0.2,0.1,0.8,18.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,160.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.9,0.2,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,169.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,9,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,181.0
