coeff_autre_moyenne,coeff_autre_sociale_et,coeff_amis_moyenne,coeff_amis_et,influence_sociale_moyenne,influence_sociale_et,influence_env_moyenne,influence_env_et,delta_moyenne,delat_et,choix_personnel_moyenne,choix_personnel_et,proba_depassement1point,proba_manque1point,proba_depassement2points,force_perception_plat,proba_autre_entree,proba_autre_dessert,proba_encore,temps_entre_groupes,seuil_influence_etudiant_queue,Charcuterie_correction,Crudites_correction,Entree_poisson_correction,Salade_feculents_correction,Viande___correction,Pizza_correction,Accompagnement___correction,Accompagnement_correction,Viande_correction,Poisson_correction,Vege_correction,Fruit_correction,Produit_laitier_correction,Creme_dessert_correction,Fruits_gourmands_correction,Dessert_gourmand_correction,Fromage_correction,fitness
0.9,0.1,0.8,0.4,0.7,0.0,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,212.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.1,0.2,0.4,0.6,0.7,0.9,0.1,2.3,0.1,0.1,0.3,15.0,9,0.75,0.9,0.75,0.55,-0.05,0.0,0.1,-0.05,-0.85,-0.8,0.65,0.15,0.2,-0.3,-0.85,0.2,0.15,224.0
0.4,0.9,0.3,0.5,0.1,0.3,0.5,0.1,0.9,0.2,0.0,0.9,0.2,0.6,0.9,1.2,0.1,0.9,0.1,18.0,1,0.75,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.65,0.75,0.9,0.2,0.9,0.15,-0.6,-0.75,-0.05,0.85,244.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,9,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,205.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.95,0.85,0.05,-0.15,0.8,0.9,186.0
0.1,0.1,0.7,0.0,0.2,0.8,0.9,0.1,0.8,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.65,0.9,-0.7,-0.55,-0.8,-0.15,-0.5,-0.85,0.3,0.6,217.0
0.0,0.6,0.5,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.75,-0.3,224.0
0.5,0.1,0.7,0.0,0.2,0.8,0.9,0.1,0.8,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.75,-0.3,237.0
0.5,1.0,0.4,0.0,0.1,0.6,1.0,0.5,1.0,0.2,0.4,0.6,0.7,0.9,0.1,2.3,0.1,0.1,0.9,38.0,6,-0.75,-0.75,-0.45,-0.4,0.35,0.55,0.9,0.05,0.6,-0.2,-0.1,0.9,0.15,-0.6,-0.75,-0.05,0.85,197.0
0.5,0.1,0.7,0.0,0.2,0.8,0.9,0.1,0.8,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,205.0
0.9,0.6,0.2,1.0,0.5,0.5,0.4,0.9,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,206.0
0.4,0.9,0.3,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,179.0
0.5,0.4,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,204.0
0.6,0.6,0.2,0.3,0.6,0.6,0.8,0.2,0.3,0.4,0.1,0.6,0.8,0.9,1.0,1.3,0.4,0.5,0.9,22.0,1,0.1,-0.35,0.9,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,0.4,-0.85,-0.15,-0.4,-0.7,0.75,-0.3,193.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,211.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.85,-0.65,0.85,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,178.0
0.1,0.1,0.7,0.0,0.2,0.8,0.9,0.1,0.8,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.65,0.65,-0.75,-0.3,-0.95,0.85,-0.55,-0.5,0.6,0.15,193.0
0.0,0.6,0.5,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,220.0
0.6,0.6,0.2,0.3,0.6,0.6,0.8,0.2,0.3,0.4,0.1,0.6,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.7,-0.9,-0.6,0.65,-0.9,0.25,-0.3,-0.3,0.85,0.45,-0.55,-0.5,0.6,-0.45,211.0
0.6,0.6,0.2,0.3,0.6,0.6,0.8,0.2,0.3,0.4,0.1,0.6,0.8,0.9,1.0,1.3,0.4,0.5,0.9,22.0,1,0.1,-0.35,0.9,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.75,-0.3,215.0
0.5,1.0,0.4,0.0,0.5,0.5,0.4,0.9,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.6,0.15,227.0
0.9,0.1,0.8,0.4,0.7,0.0,1.0,0.5,1.0,0.2,0.4,0.6,0.7,0.9,0.1,2.3,0.1,0.1,0.9,22.0,1,0.1,-0.35,0.9,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,0.05,-0.15,0.8,0.9,210.0
0.0,0.6,0.5,0.5,0.1,0.2,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.9,22.0,1,0.1,-0.35,0.9,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,199.0
0.0,0.6,0.5,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.4,0.5,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.25,0.3,0.5,0.95,-0.1,0.2,0.05,-1.0,224.0
0.1,0.1,0.7,0.0,0.2,0.8,0.9,0.1,0.8,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.65,0.65,-0.75,-0.3,-0.8,-0.15,-0.5,-0.85,0.3,0.6,210.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.7,-0.9,-0.6,0.65,-0.9,0.25,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,186.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.8,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,204.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,205.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,192.0
0.0,0.6,0.5,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.8,0.9,198.0
0.1,0.1,0.0,0.5,0.1,0.3,0.5,0.1,0.9,0.2,0.0,0.9,0.2,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,213.0
0.1,0.1,0.7,0.0,0.2,0.8,0.9,0.1,0.8,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.1,0.9,22.0,1,0.1,-0.35,0.9,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.3,-0.3,0.85,0.45,-0.55,-0.5,0.6,-0.45,237.0
0.7,1.0,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,176.0
0.6,0.6,0.2,0.3,0.6,0.6,0.8,0.2,0.3,0.4,0.1,0.6,0.8,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,209.0
0.1,0.1,0.7,0.0,0.2,0.8,0.9,0.1,0.9,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.65,0.9,-0.7,-0.55,-0.8,-0.15,-0.5,-0.85,0.3,0.6,175.0
0.6,0.6,0.2,0.3,0.6,0.6,0.8,0.2,0.3,0.4,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.7,-0.9,-0.6,0.65,-0.9,0.25,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,187.0
0.1,0.1,0.7,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.7,-0.9,-0.6,0.65,-0.9,0.25,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,176.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,200.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,212.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,209.0
0.5,0.4,0.2,0.0,0.2,0.8,0.9,0.1,0.8,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,241.0
0.1,0.1,0.7,0.0,0.2,0.8,0.9,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.7,-0.9,-0.6,0.65,-0.9,0.25,-0.3,-0.3,0.85,0.45,-0.55,-0.5,0.6,-0.45,214.0
0.9,0.1,0.8,0.4,0.7,0.0,1.0,0.5,1.0,0.2,0.4,0.6,0.7,0.9,0.1,2.3,0.1,0.1,0.9,22.0,1,0.1,-0.35,0.45,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,211.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.9,-0.7,0.4,-0.85,-0.15,-0.4,-0.7,0.75,-0.3,215.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.1,0.6,0.8,0.9,1.0,1.3,0.4,0.5,0.9,22.0,1,0.1,-0.35,0.9,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,0.4,-0.85,-0.15,-0.4,-0.7,0.75,-0.3,214.0
0.9,0.6,0.2,1.0,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.9,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,207.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.65,0.9,-0.7,-0.55,-0.8,-0.15,-0.5,-0.85,0.3,0.6,190.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.55,-0.1,-0.85,0.7,-0.9,-0.6,0.65,-0.9,0.25,-0.3,-0.3,0.85,0.95,-0.1,0.2,0.05,-1.0,258.0
0.0,0.6,0.5,1.0,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,193.0
0.6,0.6,0.2,0.3,0.6,0.6,0.8,0.2,0.3,0.4,0.1,0.6,0.8,0.9,1.0,1.3,0.4,0.5,0.9,22.0,1,0.1,-0.35,0.45,0.05,0.35,0.1,0.2,-0.35,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,199.0
0.0,0.6,0.5,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,237.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,208.0
0.6,0.6,0.2,0.3,0.6,0.6,0.8,0.2,0.3,0.4,0.1,0.6,0.8,0.9,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,236.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.8,0.9,221.0
0.1,0.1,0.7,0.0,0.2,0.8,0.9,0.1,0.8,0.3,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.8,0.9,226.0
0.9,0.6,0.2,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.75,-0.3,234.0
0.1,0.1,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,9,-0.8,-0.55,0.9,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,208.0
0.1,0.1,0.7,0.5,0.1,0.3,0.5,0.1,0.9,0.2,0.0,0.9,0.2,0.6,0.9,1.2,0.1,0.9,0.1,18.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.65,0.75,0.9,0.2,0.9,0.15,-0.6,-0.75,-0.05,0.85,236.0
0.1,0.1,0.7,0.0,0.2,0.8,0.9,0.1,0.9,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,235.0
0.0,0.6,0.5,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.95,0.85,0.05,-0.15,0.8,0.9,208.0
0.0,0.6,0.5,1.0,0.5,0.5,0.4,0.9,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.75,-0.3,220.0
0.6,0.6,0.2,0.3,0.6,0.6,0.8,0.2,0.3,0.4,0.1,0.6,0.8,0.9,1.0,1.3,0.4,0.5,0.9,22.0,1,0.1,-0.35,0.9,-0.35,-0.05,0.1,0.2,-0.35,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,233.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.1,0.8,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.65,0.65,-0.75,-0.3,-0.95,0.85,-0.55,-0.5,0.6,0.15,185.0
0.0,0.6,0.5,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,1.0,1.3,0.4,0.5,0.9,22.0,1,0.1,-0.35,0.9,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,209.0
0.9,0.6,0.2,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.8,0.9,193.0
0.7,1.0,0.0,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.8,0.9,222.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.85,-0.65,0.85,-0.25,0.3,0.5,0.45,-0.55,-0.5,0.6,-0.45,186.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,-0.45,212.0
0.0,0.6,0.5,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,213.0
0.7,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.85,-0.65,0.85,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,249.0
0.4,0.9,0.3,0.0,0.2,0.8,0.9,0.1,0.8,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,243.0
0.5,1.0,0.4,0.5,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.65,0.85,-0.65,0.85,-0.25,0.3,0.5,0.95,-0.1,0.2,0.05,-1.0,211.0
0.7,0.1,0.0,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.8,0.9,211.0
0.6,0.6,0.2,0.3,0.6,0.6,0.8,0.2,0.3,0.4,0.1,0.6,0.8,0.9,0.2,2.8,0.3,0.6,0.6,21.0,9,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,213.0
0.0,0.1,0.5,1.0,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,194.0
0.9,0.6,0.2,0.5,0.1,0.6,0.5,0.3,0.9,0.3,0.6,0.6,0.5,0.6,0.2,2.8,0.3,0.6,0.6,21.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.65,0.9,-0.7,-0.55,-0.8,-0.15,-0.5,-0.85,0.3,0.6,185.0
0.5,0.4,0.2,0.5,0.9,0.9,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.55,-0.1,0.45,-0.35,-0.05,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,220.0
0.0,1.0,0.0,0.5,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.0,1.0,1.0,1.0,0.8,21.0,6,-0.8,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.95,0.85,0.05,-0.15,0.8,0.9,213.0
0.5,1.0,0.4,0.0,0.1,0.6,0.5,0.3,0.4,0.8,0.3,0.7,0.6,0.3,0.6,0.6,0.2,0.1,0.0,20.0,10,0.6,0.2,0.0,0.85,0.7,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,170.0
0.0,0.6,0.5,1.0,0.1,0.6,0.5,0.3,0.9,0.2,0.5,0.6,0.5,0.9,0.2,2.8,0.3,0.6,0.6,21.0,10,0.15,-0.35,0.95,0.15,0.7,-0.9,-0.55,-0.85,0.65,-0.75,-0.3,-0.95,0.85,0.05,-0.15,0.8,0.9,243.0
0.7,1.0,0.0,0.5,0.1,0.6,0.6,0.4,0.7,0.8,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,18.0,1,-0.6,-0.2,0.1,0.9,-1.0,-0.45,0.1,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,197.0
0.6,0.6,0.2,0.3,0.6,0.6,0.8,0.2,0.3,0.4,0.9,0.8,0.7,0.0,0.2,1.5,0.0,0.4,0.8,59.0,9,0.55,-0.55,0.45,0.05,0.35,0.1,0.2,-0.35,0.9,-0.7,-0.55,-0.8,0.45,-0.55,-0.5,0.6,0.15,222.0
0.7,1.0,0.2,0.5,0.1,0.2,0.8,0.2,0.8,0.5,0.1,0.0,0.6,0.9,0.2,2.8,0.2,0.3,0.8,11.0,6,0.4,0.65,0.3,-0.2,-0.15,0.4,-0.7,-0.15,-0.6,-0.25,0.4,-0.85,-0.15,-0.4,-0.7,0.8,0.9,218.0
